,placeCodeParent,placeCode,name
176,ZM8002,090211813,Jongola
177,ZM70,ZM7006,Solwezi
178,ZM60,ZM6005,Kasama
179,ZM70,ZM7007,Zambezi
180,ZM3001,030103814,Kabvumo
181,ZM3001,030103710,Kandabwako
182,ZM3009,030204118,Msandile
183,ZM3010,030204308,Kwenje
184,ZM8005,090512106,Ngwezi
185,ZM70,ZM7005,Mwinilunga
186,ZM3001,030103711,Kampini
187,ZM3003,030204401,Nsingo
188,ZM3010,030204310,Mkowe
189,ZM3003,030204222,Kapata
190,ZM8010,091013209,Simamba
191,ZM8011,091113313,Sinenge
192,ZM4005,040506414,Kalanga
193,ZM4005,040506308,Chibembe
194,ZM4006,040606604,Kilwa
195,ZM60,ZM6006,Luwingu
196,ZM60,ZM6008,Nsama
197,ZM20,ZM2005,Luanshya
198,ZM3001,030103702,Nsadzu
199,ZM2010,021003313,Twashuka
200,ZM60,ZM6011,Mungwi
201,ZM50,ZM5006,Chirundu
202,ZM90,ZM9008,Luampa
203,ZM40,ZM4012,Mwansabombwe
204,ZM3010,030204309,Ngongwe
205,ZM3010,030204306,Makungwa
206,ZM8005,090512104,Kauwe
207,ZM60,ZM6010,Mpulungu
208,ZM10,ZM1004,Mkushi
209,ZM20,ZM2007,Masaiti
210,ZM50,ZM5001,Chongwe
211,ZM80,ZM8013,Zimba
212,ZM10,ZM1001,Chibombo
213,ZM3009,030204115,Chipangali
214,ZM11,ZM1114,Chinsali
215,ZM90,ZM9006,Limulunga
216,ZM50,ZM5004,Lusaka
217,ZM90,ZM9009,Mitete
218,ZM90,ZM9013,Nalolo
219,ZM90,ZM9011,Mwandi
220,ZM80,ZM8003,Chikankanta
221,ZM20,ZM2006,Lufwanyama
222,ZM90,ZM9012,Mwandi
223,ZM10,ZM1011,Ngabwe
224,ZM60,ZM6004,Kaputa
225,ZM70,ZM7010,Manyinga
226,ZM70,ZM7002,Kabompo
227,ZM90,ZM9003,Lukulu
228,ZM3010,030204311,Mboza
229,ZM3003,030204221,Dilika
230,ZM10,ZM1006,Serenje
231,ZM70,ZM7009,Kalumbila
232,ZM3010,030204312,Chiparamba
233,ZM3003,030204219,Msanga
234,ZM8010,091013213,Lusangazi
235,ZM8011,091113310,Nkandabwe
236,ZM80,ZM8012,Pemba
237,ZM20,ZM2002,Chingola
238,ZM11,ZM1115,Mafinga
239,ZM10,ZM1005,Mumbwa
240,ZM90,ZM9007,Shang'ombo
241,ZM20,ZM2001,Chililabombwe
242,ZM90,ZM9001,Kalabo
243,ZM11,ZM1116,Kanchibiya
244,ZM50,ZM5008,Shibuyunji
245,ZM70,ZM7008,Ikelenge
246,ZM50,ZM5002,Kafue
247,ZM90,ZM9014,Nkeyema
248,ZM3003,030204405,Kazimule
249,ZM8013,090412219,Luyaba
250,ZM8010,091013211,Manchanvwa
251,ZM8011,091113308,Maamba
252,ZM70,ZM7011,Mushindano
253,ZM40,ZM4005,Mwense
254,ZM3003,030204402,Khova
255,ZM8010,091013212,Sinadambwe
256,ZM8011,091113306,Mweemba
257,ZM4005,040506419,Pabekabesa
258,ZM4005,040506313,Nsomfi
259,ZM4006,040606602,Mwatishi
260,ZM4004,040406001,Chiswishi
261,ZM4012,040205719,Kakose
262,ZM8005,090512103,Nguba
263,ZM8005,090512101,Moomba
264,ZM70,ZM7004,Mufumbwe
265,ZM30,ZM3012,Sinda
266,ZM8013,090412222,Mbwiko
267,ZM8011,091113302,Namazambwe
268,ZM8011,091113309,Mweezya
269,ZM8011,091113301,Mabinga
270,ZM4005,040506312,Munwa
271,ZM11,ZM1113,Isoka
272,ZM90,ZM9002,Kaoma
273,ZM60,ZM6003,Lupososhi
274,ZM7003,080510708,Kikonge
275,ZM7004,080510712,Mushima
276,ZM7002,080310510,Kamafwafwa
277,ZM40,ZM4010,Chipili
278,ZM80,ZM8007,Mazabuka
279,ZM40,ZM4009,Chifunabuli
280,ZM7004,080510705,Kalambu
281,ZM7004,080510713,Musonweji
282,ZM7010,080310522,Chikonkwelo
283,ZM7003,080410617,Nyoka
284,ZM7003,080410609,Kalombe
285,ZM7003,080410620,Kanongo
286,ZM3001,030103708,Naviruli
287,ZM90,ZM9016,Sioma
288,ZM11,ZM1118,Mpika
289,ZM8013,090412221,Siamafumba
290,ZM10,ZM1003,Kapiri Mposhi
291,ZM30,ZM3003,Chipata
292,ZM7004,080510706,Chizera
293,ZM2005,020502519,Chilabula
294,ZM50,ZM5005,Chilanga
295,ZM30,ZM3009,Chipangali
296,ZM7004,080510707,Shukwe
297,ZM7004,080510716,Miluji
298,ZM7002,080310511,Kabompo
299,ZM7003,080410621,Kamankechi
300,ZM7003,080410607,Dengwe
301,ZM3001,030103712,Tafelansoni
302,ZM3003,030204220,Kanjala
303,ZM3010,030204307,Chingazi
304,ZM8013,090412220,Zimba
305,ZM8013,090412218,Simwatachela
306,ZM8010,091013208,Kariba
307,ZM8011,091113312,Nangombe
308,ZM2007,020702904,Mutaba
309,ZM11,ZM1117,Lavushimanda
310,ZM30,ZM3002,Chasefu
311,ZM7004,080510710,Kalengwa
312,ZM7002,080310520,Lunyiwe
313,ZM7002,080310515,Mumbeji
314,ZM7003,080410613,Mukinge
315,ZM7003,080410602,Mbelauke
316,ZM3001,030103815,Khumba
317,ZM3003,030103703,Manje
318,ZM8010,091013210,Mulima
319,ZM60,ZM6007,Mbala
320,ZM7004,080510704,Kamabuta
321,ZM7004,080510709,Munyambala
322,ZM7002,080310518,Maveve
323,ZM7003,080410619,Mukunashi
324,ZM7003,080410608,Njenga
325,ZM7003,080410605,Mukema
326,ZM3001,030103707,Chilenga
327,ZM8011,091113314,Malima
328,ZM60,ZM6012,Senga Hill
329,ZM7004,080510701,Kashima West
330,ZM7002,080310521,Kayombo
331,ZM7002,080310517,Katuva
332,ZM7003,080410612,Nkenyauna
333,ZM7003,080410603,Ingwe
334,ZM30,ZM3005,Lundazi
335,ZM7004,080510703,Matushi
336,ZM7004,080510711,Kabi Pupu
337,ZM7002,080310514,Kabulamema
338,ZM7003,080410611,Kikonkomeme
339,ZM7003,080410615,Lubofu
340,ZM3001,030103816,Mwangazi
341,ZM3001,030103704,Chanjowe
342,ZM3009,030204117,Rukuzye
343,ZM3003,030204403,Makangila
344,ZM8013,090412217,Mulamfu
345,ZM8011,091113311,Sinazongwe
346,ZM8011,091113307,Muchekwa
347,ZM4005,040506418,Kapela
348,ZM4005,040506417,Chachacha
349,ZM4001,040106513,Mununga
350,ZM4006,040606612,Mofwe
351,ZM4002,040606610,Mulwe
352,ZM4006,040606611,Shabo
353,ZM4004,040406007,Fibalala
354,ZM40,ZM4002,Kawambwa
355,ZM20,ZM2010,Ndola
356,ZM90,ZM9015,Sikongo
357,ZM7004,080510715,Lalafuta
358,ZM8005,090512102,Chooma
359,ZM8006,090612301,Freedom
360,ZM8006,090612304,Namatama
361,ZM8002,090211810,Bbondo
362,ZM4007,040706716,Isamba
363,ZM8004,090412010,Mayoba
364,ZM8009,090913108,Mandondo
365,ZM8009,090913102,Ngabo
366,ZM4001,040106501,Lunchinda
367,ZM4001,040106509,Kalobwa
368,ZM8007,090712621,Lubombo
369,ZM8008,090812706,Hamangaba
370,ZM8008,090812707,Choongo East
371,ZM8008,090812808,Chipembele
372,ZM4003,040305905,Chibeleka
373,ZM4010,040506202,Mweshi
374,ZM4002,040205605,Kawambwa
375,ZM8003,090712404,Nansenga
376,ZM8001,090111603,Mangunza
377,ZM8001,090111526,Siasikabole
378,ZM8005,090512107,Sikaunzwe
379,ZM8006,090612305,Kasiya
380,ZM8006,090612307,Mwalibonena
381,ZM8002,090211812,Fumbo
382,ZM4007,040706712,Mano
383,ZM4009,040706809,Chifunauli
384,ZM6001,040706804,Kapamba
385,ZM8004,090411906,Naluja
386,ZM8009,090913112,Namakube
387,ZM8009,090913105,Kantengwa
388,ZM4001,040106504,Lambwe Chomba
389,ZM8012,090111710,Hamaundu
390,ZM8007,090712515,Munenga
391,ZM8007,090712618,Mazabuka Central
392,ZM8008,090812813,Hufwa / Hamapande
393,ZM8008,090812919,Mwanza West
394,ZM4003,040305901,Mutuna
395,ZM4003,040406002,Mulumbi
396,ZM4010,040506206,Nkonge
397,ZM8005,090512114,Mukuni
398,ZM8005,090612312,Simonga
399,ZM8006,090612308,Mulungushi
400,ZM8002,090211808,Luumbo
401,ZM4007,040706717,Kapata
402,ZM8004,090412007,Siachitema
403,ZM8004,090411902,Chamuka
404,ZM8009,090913103,Baambwe
405,ZM4001,040106502,Chipungu
406,ZM4001,040106510,Chitutu
407,ZM8007,090712510,Chivuna
408,ZM8007,090712620,Chizobo
409,ZM8008,090812701,Malundu
410,ZM8008,090812816,Hantotola
411,ZM4011,040706915,Lunga
412,ZM4003,040306110,Mansa
413,ZM4010,040506205,Nalupembe
414,ZM4002,040205808,Ilombe
415,ZM8003,090712408,Upper Kaleya
416,ZM8005,090512110,Kanchele
417,ZM8006,090612316,Nansanzu
418,ZM8011,090211801,Chisanga
419,ZM8002,090211805,Chibuwe
420,ZM4007,040706721,Kapilibila
421,ZM4009,040706801,Masonde
422,ZM8004,090412008,Kalonda
423,ZM8004,090411903,Kasukwe
424,ZM8009,090913110,Mbeza
425,ZM4001,040106503,Luau
426,ZM8012,090111713,Habunkululu
427,ZM8007,090712513,Ngwezi
428,ZM8007,090712622,Nega Nega
429,ZM8008,090812818,Monze Urban
430,ZM8008,090812921,Mwanza East
431,ZM4003,040305902,Misakalala
432,ZM4003,040306108,Muchinka
433,ZM4002,040205606,Ngona
434,ZM8003,090712407,Mabwetuba
435,ZM8001,090111520,Moomba
436,ZM8001,090111518,Stateland
437,ZM8005,090512113,Katapazi
438,ZM8006,090612314,Zambezi
439,ZM8006,090612310,Akapelwa
440,ZM8002,090211807,Kota Kota
441,ZM4009,040706810,Mbabala
442,ZM4009,040706807,Chinkutila
443,ZM8004,090412011,Namwianga
444,ZM8004,090411905,Bbilili
445,ZM8009,090913109,Nakamboma
446,ZM4001,040106507,Ifuna
447,ZM8012,090111711,Maambo
448,ZM8007,090712511,Musuma
449,ZM8008,090812703,Keemba
450,ZM8008,090812815,Katimba
451,ZM4011,040706914,Nkutila
452,ZM4003,040306111,Chansunsu
453,ZM4010,040506203,Mumbwe
454,ZM4002,040205604,Nthumbachushi
455,ZM8003,090712402,Namalundu
456,ZM8001,090111604,Chilalantambo
457,ZM8001,090111519,Nakeempa
458,ZM4007,040706722,Lumamya
459,ZM4009,040706806,Kafumbo
460,ZM8004,090412009,Choonga
461,ZM8004,090411904,Omba
462,ZM8009,090913106,Kabulamwanda
463,ZM4001,040106506,Katete
464,ZM8012,090111712,Kauba
465,ZM8007,090712512,Munjile
466,ZM8007,090712619,Nakambala
467,ZM8008,090812810,Manungu
468,ZM8008,090812811,Chisekesi
469,ZM4003,040305906,Lukangaba
470,ZM4003,040305907,Muleshi
471,ZM4002,040205603,Luela
472,ZM8003,090712401,Kasengo
473,ZM8001,090111607,Mbabala
474,ZM8001,090111521,Kulundana
475,ZM9015,100113626,Mutala
476,ZM9011,100614913,Lwazamba
477,ZM9013,100514504,Makoka
478,ZM9004,100414409,Lui
479,ZM4009,040706805,Kasongole
480,ZM8004,090411901,Chikanta
481,ZM8013,090412014,Sipatunyana
482,ZM8009,090913111,Ndema
483,ZM4008,040306116,Lukola
484,ZM4001,040106511,Munwa
485,ZM8007,090712517,Itebe
486,ZM8008,090812922,Moomba
487,ZM8008,090812817,Bbombo
488,ZM4011,040706919,Nsalushi
489,ZM4003,040306112,Myulu
490,ZM4002,040205601,Senga
491,ZM4002,040205810,Chibote
492,ZM8001,090111601,Simaubi
493,ZM8001,090111527,Namuswa
494,ZM9015,100113618,Lueti
495,ZM9011,100614907,Magumwi
496,ZM9004,100414412,Namengo
497,ZM9006,100414328,Kaande
498,ZM2007,020702906,Katonte
499,ZM8004,090412013,Chawila
500,ZM8009,090913114,Moobola
501,ZM4008,040306115,Luapula
502,ZM4001,040106512,Kalungwishi
503,ZM8007,090712514,Kalama
504,ZM8008,090812809,Ufwenuka
505,ZM8008,090812704,Choongo West
506,ZM8008,090812920,Chona
507,ZM4003,040305904,Mushipashi
508,ZM4003,040306114,Lwingishi
509,ZM4010,040506204,Chibalashi
510,ZM4002,040205802,Kabanse
511,ZM8003,090712403,Musaya
512,ZM8001,090111602,Mapanza
513,ZM8001,090111525,Singani
514,ZM9015,100113621,Maala
515,ZM9013,100514502,Silowana
516,ZM9004,100414414,Mbekise
517,ZM8012,090111708,Kasiya
518,ZM8007,090712516,Mwanachingwala
519,ZM8008,090111709,Pemba
520,ZM8008,090812812,Mayaba
521,ZM8008,090812705,Bweengwa
522,ZM4003,040305903,Kaole
523,ZM4010,040506201,Nsenga
524,ZM4002,040205614,Iyanga
525,ZM4002,040205813,Pambashe
526,ZM8003,090712405,Chitete
527,ZM8001,090111517,Simamvwa
528,ZM9015,100113623,Licha
529,ZM9011,100614908,Sankolonga
530,ZM9011,100614909,Mabumbu
531,ZM9004,100414415,Nakato
532,ZM9004,100414320,Katongo
533,ZM5003,050307105,Mphuka
534,ZM1111,060608713,Mukulika
535,ZM8008,090812814,Hamamvwa
536,ZM1117,040706918,Ncheta
537,ZM4003,040306113,Katangashi
538,ZM4002,040205812,Luongo
539,ZM4002,040205809,Mulunda
540,ZM8003,090712406,Malala
541,ZM8011,090111516,Sikalongo
542,ZM9011,100615015,Maondo
543,ZM9011,100614910,Mwandi
544,ZM9004,100414317,Yeta
545,ZM9004,100414321,Kanyonyo
546,ZM9010,100614806,Machile
547,ZM5003,050307107,Kapoche
548,ZM9012,100615017,Lusu
549,ZM5004,050407816,Kabulonga
550,ZM5004,050407501,Nkoloma
551,ZM5004,050407918,Mulungushi
552,ZM1006,010601420,Nganswa
553,ZM5001,050107302,Chinkuli
554,ZM4002,040205607,Fisaka
555,ZM4002,040205811,Chipili
556,ZM8001,090111605,Macha
557,ZM8001,090111515,Batoka
558,ZM9015,100113624,Lwambi
559,ZM9011,100614914,Mushukula
560,ZM9013,100514505,Kambai
561,ZM9004,100414411,Mutondo
562,ZM9010,100614801,Nawinda
563,ZM5003,050307106,Kabowo
564,ZM5003,050307109,Lunya
565,ZM5004,050407710,Kanyama
566,ZM5004,050407606,Kabwata
567,ZM5004,050408024,Muchinga
568,ZM1006,010601417,Kabamba
569,ZM1006,010601313,Lukusanshi
570,ZM5001,050107305,Kanakantapa
571,ZM9014,100213703,Namilangi
572,ZM1111,060608709,Nakonde
573,ZM9015,100113619,Lulangunyi
574,ZM9001,100113625,Nengu
575,ZM9013,100514503,Shekela
576,ZM9004,100414413,Nakanyaa
577,ZM9010,100614803,Lwamuloba
578,ZM5003,050307103,Mandombe
579,ZM9012,100615019,Kalobolelwa
580,ZM5004,050408129,Chainda
581,ZM5004,050407712,Munkolo
582,ZM5004,050407920,Chaisa
583,ZM1006,010601418,Ibolelo
584,ZM5001,050107303,Ntandabale
585,ZM9005,100514615,Lumbe
586,ZM5002,050207001,Chiyaba
587,ZM5002,050207006,Kafue
588,ZM9001,100113504,Salunda
589,ZM9001,100113417,Kandambo
590,ZM9002,100213920,Mangango
591,ZM9002,100213919,Kapili
592,ZM9001,100113627,Mwenyi
593,ZM9011,100614911,Simungoma
594,ZM9013,100514507,Muoyo
595,ZM9004,100414410,Imalyo
596,ZM9004,100414316,Namushakende
597,ZM5003,050307102,Nkaliva
598,ZM5003,050307111,Chikoma
599,ZM9007,100714701,Mambolomoka
600,ZM5004,050407814,Independence
601,ZM5004,050407711,Harry Mwaanga Nkumbula
602,ZM5004,050408131,Kalingalinga
603,ZM1006,010601316,Masaninga
604,ZM5001,050408132,Chakunkula
605,ZM9005,100514610,Imatongo
606,ZM5002,050207003,Malundu
607,ZM9001,100113501,Siluwe
608,ZM9001,100113412,Buleya
609,ZM1119,060208421,Chimpundu
610,ZM9015,100113622,Liumena
611,ZM9011,100614912,Loanja
612,ZM9013,100514506,Katabi
613,ZM9004,100414326,Lealui
614,ZM5003,050307114,Kaunga
615,ZM5003,050307112,Mburuma
616,ZM5004,050407609,Kamulanga
617,ZM5004,050407608,Chilenje
618,ZM5004,050408028,Matero
619,ZM1006,010601312,Chisomo
620,ZM1006,010601314,Sancha
621,ZM5001,050107307,Nakatindi
622,ZM9005,100514613,Lipuwe
623,ZM5002,050207009,Kasenje
624,ZM9001,100113411,Yuka
625,ZM1119,060208420,Ichingo
626,ZM9002,100213916,Namafulo
627,ZM5007,050107411,Mwachilele
628,ZM1002,010200411,Kangomba
629,ZM1002,010200405,Bwacha
630,ZM5008,010500917,Lutondo
631,ZM9003,100314006,Kangoti
632,ZM9004,100414318,Kama
633,ZM5003,050307101,Dzalo
634,ZM5003,050307113,Mwalilia
635,ZM9012,100615020,Imusho
636,ZM5004,050407605,Kamwala
637,ZM5004,050408025,Kapwepwe
638,ZM5004,050407917,Roma
639,ZM5001,050107309,Manyika
640,ZM5001,050107310,Lwimba
641,ZM9005,100514614,Naluywa
642,ZM9001,100113506,Kuuli
643,ZM9001,100113413,Lutiwi
644,ZM1119,060208412,Chamusenga
645,ZM9008,100213812,Lui
646,ZM5007,050107412,Nyangwena
647,ZM1002,010200519,Chirwa
648,ZM1002,010200408,Makululu
649,ZM9003,100314001,Simakumba
650,ZM1003,010300607,Chibwelelo
651,ZM1008,010601202,Mpelembe
652,ZM1111,060608704,Musyani
653,ZM9010,100614802,Kamanga
654,ZM5003,050307104,Phwazi
655,ZM5003,050307110,Katondwe
656,ZM5004,050407504,Lilayi
657,ZM5004,050407813,Silwizya
658,ZM5004,050408026,Lima
659,ZM5004,050408130,Mtendere
660,ZM1006,010601315,Chibale
661,ZM5001,050107308,Lukoshi
662,ZM9005,100514611,Imatanda
663,ZM5002,050207004,Chisankane
664,ZM9001,100113502,Likulundundu
665,ZM9001,100113408,Mapungu
666,ZM1119,060208419,Mwiche
667,ZM9002,100213706,Mulamatila
668,ZM5007,050107413,Bunda Bunda
669,ZM1002,010200414,Munga
670,ZM1002,010200517,Luansase
671,ZM1002,010200523,Highridge
672,ZM5008,010500919,Kalundu
673,ZM9003,100314012,Namayula
674,ZM1118,060501013,Musakanya
675,ZM2010,021003316,Chichele
676,ZM8005,100614805,Mulobezi
677,ZM5003,050307115,Mankhokwe
678,ZM5004,050407815,Lubwa
679,ZM5004,050407502,Chawama
680,ZM5004,050407919,Ngwerere
681,ZM1006,010601421,Lupiya
682,ZM5001,050107306,Chalimbana
683,ZM9014,100213707,Longe
684,ZM5002,050207011,Chikupi
685,ZM9001,100113416,Nguma
686,ZM9001,100113505,Sishekanu
687,ZM9001,100113414,Ndoka
688,ZM1119,060208418,Mayembe
689,ZM9002,100213921,Kanabilumbu
690,ZM1003,010200402,Muwowo East
691,ZM1002,010200521,Justine Kabwe
692,ZM1002,010200520,Njanji
693,ZM9003,100314003,Dongwe
694,ZM9003,100314010,Kawaya
695,ZM1003,010300614,Kapumba
696,ZM9012,100615018,Luampungu
697,ZM5004,050407607,Libala
698,ZM5004,050408133,Munali
699,ZM1008,010601422,Musangashi
700,ZM5001,050107301,Kapwayambale
701,ZM9014,100213705,Litoya
702,ZM5002,050207002,Kambale
703,ZM5005,050207005,Lukolongo
704,ZM9001,100113507,Libonda
705,ZM1119,060208415,Mukumbi
706,ZM1119,060208416,Mwila Kabuswe
707,ZM9002,100213917,Luambuwa
708,ZM5007,050107416,Mankanda
709,ZM1002,010200412,Chinyanja
710,ZM1002,010200526,Nakoli
711,ZM1002,010200406,Kawama
712,ZM9003,100314002,Kamilende
713,ZM2010,021003608,Yengwe
714,ZM9005,100514612,Wanyau
715,ZM9005,100514617,Mata
716,ZM5002,050207010,Muungu
717,ZM9001,100113409,Luanginga
718,ZM1119,060208413,Muchinga
719,ZM9002,100213918,Mushwala
720,ZM5007,050107415,Rufunsa
721,ZM1002,010200415,Chililalila
722,ZM1002,010200410,Zambezi
723,ZM5008,010500918,Chabota
724,ZM9003,100314005,Mwito
725,ZM1003,010300611,Lunchu
726,ZM1003,010300612,Changondo
727,ZM1008,010601309,Kanona
728,ZM9009,100314114,Muyondoti
729,ZM1009,090313011,Basanga
730,ZM9006,100414205,Nangula
731,ZM9005,100514609,Mwanambuyu
732,ZM5002,050207008,Shabusale
733,ZM9001,100113410,Liumba
734,ZM1119,060208422,Nkulungwe
735,ZM1119,060208417,Chibinda
736,ZM9002,100213922,Shikombwe
737,ZM5007,050107414,Nyamanongo
738,ZM1002,010200518,Waya
739,ZM1002,010200524,Kalonga
740,ZM1002,010200409,Moomba
741,ZM5008,010500921,Makombwe
742,ZM9003,100314007,Lukau
743,ZM1003,010300606,Mpunde
744,ZM1008,010601203,Chipundu
745,ZM9009,100314119,Lutembwe
746,ZM1009,090313003,Kaanzwa
747,ZM9006,100414202,Mabili
748,ZM9006,100414201,Limulunga
749,ZM1112,060104015,Mabinga
750,ZM2010,021003607,Nkwazi
751,ZM9002,100213702,Shitwe
752,ZM5007,050107417,Shikabeta
753,ZM1002,010200413,Munyama
754,ZM1002,010200527,Kaputula
755,ZM5008,010500920,Milandu
756,ZM9003,100314009,Mbanga
757,ZM9003,100314011,Mwandi
758,ZM1003,010300613,Kakwelesa
759,ZM1008,010601204,Luombwa
760,ZM9009,100314117,Lupui
761,ZM1009,090913101,Namwala Central
762,ZM1009,090313010,Luubwe
763,ZM9006,100414206,Ushaa
764,ZM1112,060104018,Chibungwe
765,ZM1112,060103909,Kalinkhu
