,placeCodeParent,placeCode,name
753,ZM1002,ZM010200413,Munyama
754,ZM1002,ZM010200527,Kaputula
755,ZM5008,ZM010500920,Milandu
756,ZM9003,ZM100314009,Mbanga
757,ZM9003,ZM100314011,Mwandi
758,ZM1003,ZM010300613,Kakwelesa
759,ZM1008,ZM010601204,Luombwa
760,ZM9009,ZM100314117,Lupui
761,ZM1009,ZM090913101,Namwala Central
762,ZM1009,ZM090313010,Luubwe
763,ZM9006,ZM100414206,Ushaa
764,ZM1112,ZM060104018,Chibungwe
765,ZM1112,ZM060103909,Kalinkhu
766,ZM1005,ZM010501008,Nambala
767,ZM1005,ZM010501115,Choma
768,ZM1113,ZM060308609,Mpungu
769,ZM1002,ZM010200401,Muwowo
770,ZM1002,ZM010200403,Ngungu
771,ZM1002,ZM010200525,Luangwa
772,ZM5008,ZM010500922,Nampundwe
773,ZM9003,ZM100314013,Luanchuma
774,ZM1003,ZM010300608,Kapiri Central
775,ZM1003,ZM010300610,Mushimbili
776,ZM9009,ZM100314116,Mataba
777,ZM1009,ZM090313007,Kabulungwe
778,ZM1009,ZM090313006,Nyambo
779,ZM1112,ZM060104022,Mapamba
780,ZM1112,ZM060104014,Bazimu
781,ZM1005,ZM010501001,Nalusanga
782,ZM1005,ZM010501005,Mumba
783,ZM1011,ZM010300601,Ngabwe
784,ZM1114,ZM060208309,Ichinga
785,ZM1010,ZM010400814,Nkombashi
786,ZM2007,ZM020703108,Kashitu
787,ZM1002,ZM010200522,Kavid Ramushu
788,ZM9003,ZM100314004,Kashamba
789,ZM1003,ZM010300604,Chipepo
790,ZM2007,ZM010300609,Kashitu
791,ZM9009,ZM100314121,Kashizhi
792,ZM1009,ZM090313002,Itumbi
793,ZM1009,ZM090313005,Makunku
794,ZM1112,ZM060104013,Chipala
795,ZM1112,ZM060103911,Mwalala
796,ZM1112,ZM060103903,Luangwa
797,ZM1005,ZM010501006,Mupona
798,ZM1114,ZM060208302,Chilunda
799,ZM5005,ZM050207212,Chilanga
800,ZM8003,ZM091013201,Ibwe Munyama
801,ZM1004,ZM010400704,Chibefwe
802,ZM1117,ZM060509921,Chikanda
803,ZM1116,ZM060509807,Chinama
804,ZM9003,ZM100314008,Likapai
805,ZM1006,ZM010601207,Muchinka
806,ZM1008,ZM010601311,Kabansa
807,ZM9009,ZM100314115,Nyaala
808,ZM1009,ZM090313013,Mbila
809,ZM9006,ZM100414208,Ndanda
810,ZM1112,ZM060104019,Lunzi
811,ZM1112,ZM060103905,Ndunda
812,ZM1005,ZM010501110,Nakasaka
813,ZM9008,ZM100213815,Luampa
814,ZM1114,ZM060208307,Chambeshi
815,ZM1010,ZM010400816,Chipaba
816,ZM1004,ZM010400702,Upper Lunsemfwa
817,ZM1117,ZM060509809,Lulimala
818,ZM1116,ZM060509806,Munikashi
819,ZM1118,ZM060501018,Chipembele
820,ZM1003,ZM010300603,Luanchele
821,ZM1008,ZM010601201,Lulimala
822,ZM1008,ZM010601310,Serenje
823,ZM9009,ZM100314122,Chinonwe
824,ZM1009,ZM090313012,Luchena
825,ZM9006,ZM100414203,Ikwichi
826,ZM1112,ZM060104020,Vilimukulu
827,ZM1005,ZM010501002,Lutale
828,ZM1005,ZM010501111,Nangoma
829,ZM9008,ZM100213809,Namando
830,ZM5005,ZM050207217,Chinyanja
831,ZM1001,ZM050207215,Nyemba
832,ZM5006,ZM091013204,Ngombe Ilede
833,ZM1004,ZM010400705,Nkumbi
834,ZM1113,ZM060308602,Kantenshya
835,ZM2002,ZM020201708,Kapisha
836,ZM1008,ZM010601206,Chitambo
837,ZM9009,ZM100314120,Mitete
838,ZM1009,ZM090313009,Masemu
839,ZM9006,ZM100414204,Namboma
840,ZM1112,ZM030404805,Kajilime
841,ZM1112,ZM060103912,Muchinga
842,ZM1005,ZM010501003,Kalwanyembe
843,ZM1005,ZM010501113,Shiohanzu
844,ZM9005,ZM100213811,Mulwa
845,ZM1114,ZM060208308,Lubwa
846,ZM5005,ZM050207214,Namalombwe
847,ZM5006,ZM091013206,Lusitu
848,ZM1004,ZM010400708,Matuku
849,ZM1118,ZM060509920,Muchinga
850,ZM1118,ZM060509803,Mumbubu
851,ZM2005,ZM020502414,Mipundu
852,ZM1008,ZM010601205,Chalilo
853,ZM9009,ZM100314118,Kakwacha
854,ZM1005,ZM010501114,Nalubanda
855,ZM1009,ZM090313008,Lubanda
856,ZM9006,ZM100414207,Simaa
857,ZM1112,ZM060104017,Lumezi
858,ZM1112,ZM060103908,Mphalausenga
859,ZM1005,ZM010501009,Shimbizhi
860,ZM9008,ZM100213810,Nyambi
861,ZM1114,ZM060208311,Munwakubili
862,ZM1114,ZM060208301,Itapa
863,ZM5005,ZM050207216,Nakachenje
864,ZM5002,ZM091013202,Musaya
865,ZM1004,ZM010400706,Munshibemba
866,ZM1118,ZM060501016,Nachikufu
867,ZM1008,ZM010601308,Mailo
868,ZM1009,ZM090313001,Itezhi Tezhi
869,ZM1009,ZM090313004,Banamwaze
870,ZM1112,ZM060103901,Mazonde
871,ZM1112,ZM060104016,Lupamazi
872,ZM1112,ZM060103902,Nkhankha
873,ZM1005,ZM010501112,Myooye
874,ZM9002,ZM100213813,Nkenga
875,ZM1114,ZM060208306,Chipanga
876,ZM5005,ZM050207213,Chilongolo
877,ZM5006,ZM091013205,Sikoongo
878,ZM1004,ZM010400709,Tembwe
879,ZM1116,ZM060509804,Lubaleshi
880,ZM1118,ZM060501017,Mutekwe
881,ZM1111,ZM060608710,Old Fife
882,ZM1112,ZM060104021,Chilenje
883,ZM1112,ZM060103910,Kamphemba
884,ZM1112,ZM060103904,Chisunga
885,ZM1005,ZM010501004,Mpusu
886,ZM9008,ZM100213814,Mbanyutu
887,ZM1114,ZM060208305,Malalo
888,ZM1010,ZM010400812,Kalwa
889,ZM1004,ZM010400710,Munda
890,ZM1004,ZM010400707,Nshinso
891,ZM1116,ZM060509805,Lulingila
892,ZM1111,ZM060608701,Mulalo
893,ZM1111,ZM060608703,Ngumba
894,ZM1113,ZM060308605,Itukuta
895,ZM1112,ZM060103906,Mbazi
896,ZM1112,ZM060103907,Manthepa
897,ZM1005,ZM010501007,Chibolyo
898,ZM1005,ZM010501116,Chisalu
899,ZM1001,ZM010300605,Kapandwe
900,ZM1114,ZM060208304,Kaunga
901,ZM1010,ZM010400817,Mwalala
902,ZM5006,ZM091013207,Nanyanga
903,ZM1004,ZM010400711,Chikanda
904,ZM1117,ZM060509808,Lukulu
905,ZM1118,ZM060501011,Mukungwa
906,ZM1118,ZM060501015,Chishibe Isonde
907,ZM1111,ZM060608708,Isunda
908,ZM1113,ZM060308608,Luangwa
909,ZM1113,ZM060308603,Sasamwenjue
910,ZM1001,ZM010100209,Mungule
911,ZM1011,ZM010300602,Mukubwe
912,ZM1114,ZM060208303,Chilinda
913,ZM1010,ZM010400813,Chingombe
914,ZM5006,ZM091013203,Chirundu
915,ZM1004,ZM010400703,Chalata
916,ZM1118,ZM060509919,Chifungwe
917,ZM1116,ZM060509802,Mansha
918,ZM1111,ZM060608707,Ilonda
919,ZM1111,ZM060608702,Luchinde
920,ZM1115,ZM060408510,Mafinga
921,ZM1115,ZM060408515,Kakoma
922,ZM1001,ZM010100318,Chitanda
923,ZM1001,ZM010100319,Mashikili
924,ZM1004,ZM010400701,Mosofu
925,ZM1118,ZM060501012,Lwitikila
926,ZM1111,ZM060608711,Musele
927,ZM1113,ZM060608712,Mpande
928,ZM1115,ZM060408517,Kalanga
929,ZM1115,ZM060408516,Luhoka
930,ZM1001,ZM010100322,Ipongo
931,ZM1001,ZM010100320,Keembe
932,ZM1001,ZM010100212,Kabile
933,ZM1001,ZM010100208,Chunga
934,ZM1001,ZM010100317,Chibimbi
935,ZM5004,ZM050407922,Raphael Chota
936,ZM1007,ZM010100103,Chinkokomene
937,ZM2009,ZM020902812,Bwananyina
938,ZM2009,ZM020902709,Leya Mukutu
939,ZM2009,ZM020902705,Bwafwano
940,ZM2009,ZM020902813,David Kaunda
941,ZM2009,ZM020902815,Kamuchanga
942,ZM2009,ZM020902820,Hanky Kalanga
943,ZM2009,ZM020902819,Kawama
944,ZM2009,ZM020902627,Fibusa
945,ZM2009,ZM020902818,Kafue
946,ZM2010,ZM021003609,Chipulukusu
947,ZM1117,ZM060509922,Mupamazi
948,ZM1116,ZM060509810,Chibwa
949,ZM1111,ZM060608705,Popomozi
950,ZM1113,ZM060308607,Nkombwa
951,ZM1113,ZM060308601,Kasoka
952,ZM1115,ZM060408513,Thendere
953,ZM1115,ZM060408512,Mukutu
954,ZM1001,ZM010100321,Lunjofwa
955,ZM1001,ZM010100210,Muchenje
956,ZM1001,ZM010100313,Chaloshi
957,ZM1001,ZM010100315,Kakoma
958,ZM1007,ZM010100106,Liteta
959,ZM1007,ZM010100102,Mulungushi
960,ZM2009,ZM020902707,Shinde
961,ZM2009,ZM020902706,Mulungushi
962,ZM2009,ZM020902814,Chachacha
963,ZM2009,ZM020902622,Buntungwa
964,ZM1116,ZM060509801,Chambeshi
965,ZM1111,ZM060608706,Chiwanza
966,ZM1113,ZM060308604,Kapililonge
967,ZM1115,ZM060408514,Bemba
968,ZM1115,ZM060408511,Ntonga
969,ZM1001,ZM010100314,Kalola
970,ZM1001,ZM010100211,Chilochabalenge
971,ZM1001,ZM010100207,Katuba
972,ZM5004,ZM050407923,Mpulungu
973,ZM1007,ZM010100104,Chamuka
974,ZM1007,ZM010100105,Chisamba
975,ZM1007,ZM010100101,Mushishi
976,ZM2009,ZM020902624,Luansobe
977,ZM2009,ZM020902710,David Kaunda
978,ZM2009,ZM020902704,Maina Soko
979,ZM2009,ZM020902703,Francis Mukuka
980,ZM2009,ZM020902816,Kasempa
981,ZM2009,ZM020902702,Mulundu
982,ZM2009,ZM020902701,Minambe
983,ZM2009,ZM020902626,Kwancha
984,ZM2010,ZM021003524,Skyways
985,ZM9015,ZM100113620,Tuuwa
986,ZM9013,ZM100514501,Lyamakumbi
987,ZM9013,ZM100514508,Nanjucha
988,ZM9004,ZM100414327,Mabumbu
989,ZM9010,ZM100614804,Sichili
990,ZM5003,ZM050307108,Chiriwe
991,ZM9012,ZM100615016,Mulimambango
992,ZM5005,ZM050408027,Mwembeshi
993,ZM5004,ZM050407503,John Howard
994,ZM5004,ZM050407921,Justine Kabwe
995,ZM1006,ZM010601419,Muchinga
996,ZM5001,ZM050107304,Chongwe
997,ZM9014,ZM100213704,Nkeyema
998,ZM9005,ZM100514616,Sibukali
999,ZM5002,ZM050207007,Matanda
1000,ZM9001,ZM100113503,Luola
1001,ZM9001,ZM100113415,Namulilo
1002,ZM9002,ZM100213701,Lalafuta
1003,ZM9008,ZM100213808,Naliele
1004,ZM1002,ZM010200516,Mpima
1005,ZM1002,ZM010200407,Ben Kapufi
1006,ZM2010,ZM021003401,Pamodzi
1007,ZM2010,ZM021003317,Kantolomba
1008,ZM2010,ZM021003315,Mushili
1009,ZM2007,ZM020702902,Majaliwa
1010,ZM2007,ZM020703112,Masangano
1011,ZM2010,ZM020703113,Lumano
1012,ZM6007,ZM070509501,Intala
1013,ZM6012,ZM070509715,Chinyika
1014,ZM6009,ZM070610201,Lumangwe
1015,ZM6002,ZM070610120,Lunte
1016,ZM6005,ZM070309002,Bululu
1017,ZM6005,ZM070309110,Mukanga
1018,ZM6003,ZM070409403,Mushinga
1019,ZM6001,ZM070409411,Bwalinde
1020,ZM6008,ZM070208801,Kapisha
1021,ZM6008,ZM070208810,Fungwa
1022,ZM2001,ZM020101516,Yeta
1023,ZM2001,ZM020101509,Kafue
1024,ZM2002,ZM020201624,Ipafu
1025,ZM2002,ZM020201618,Maiteneke
1026,ZM2010,ZM021003627,Dag Hammerskjoeld
1027,ZM2010,ZM021003525,Masala
1028,ZM2007,ZM020702907,Ishitwe
1029,ZM2007,ZM020703109,Luansobe
1030,ZM2008,ZM020803205,Mpongwe
1031,ZM2008,ZM020803210,Mikata
1032,ZM6012,ZM070509714,Mwiluzi
1033,ZM6009,ZM070610204,Chishamwamba
1034,ZM6002,ZM070610119,Kalungwishi
1035,ZM6005,ZM070309001,Kasenga
1036,ZM6005,ZM070309114,Chibundu
1037,ZM6003,ZM070409404,Katilye
1038,ZM6008,ZM070208809,Chubo
1039,ZM6008,ZM070208806,Kakusu
1040,ZM2001,ZM020101518,Kamina
1041,ZM2001,ZM020101514,Helen Kaunda
1042,ZM2002,ZM020201623,Kalilo
1043,ZM2002,ZM020201616,G Chifwembe
1044,ZM2002,ZM020201706,Kabundi
1045,ZM2010,ZM021003312,Munkulungwe
1046,ZM2007,ZM020702901,Mwatishi
1047,ZM2007,ZM020703116,Chilulu
1048,ZM2008,ZM020803207,Kasamba
1049,ZM6007,ZM070509506,Kawimbe
1050,ZM6012,ZM070509711,Malamba
1051,ZM6009,ZM070610202,Chikulu
1052,ZM6009,ZM070610117,Masonde
1053,ZM6011,ZM070809212,Mabula
1054,ZM6005,ZM070309115,Kapongolo
1055,ZM6003,ZM070409402,Kaela
1056,ZM6006,ZM070409317,Chulungoma
1057,ZM6008,ZM070208805,Kampinda
1058,ZM2001,ZM020101502,Iyanda
1059,ZM2001,ZM020101517,Ngebe
1060,ZM2001,ZM020101504,Anoya Zulu
1061,ZM2002,ZM020201619,Chitimukulu
1062,ZM2002,ZM020201705,Buntungwa
1063,ZM6010,ZM070709611,Vyamba
1064,ZM6011,ZM070809202,Mpanda
1065,ZM6011,ZM070809213,Mfinshe
1066,ZM2007,ZM020703114,Katuba
1067,ZM2007,ZM020703110,Chinondo
1068,ZM2008,ZM020803201,Luswishi
1069,ZM2008,ZM020803212,Musofu
1070,ZM6007,ZM070509504,Mwambezi
1071,ZM6009,ZM070610207,Muchinga
1072,ZM6002,ZM070610122,Lubushi
1073,ZM6005,ZM070309005,Julia Chikamoneka
1074,ZM6005,ZM070309117,Chumba
1075,ZM6003,ZM070409405,Kafinsa
1076,ZM6006,ZM070409321,Lwata
1077,ZM6008,ZM070208807,Kashikishi
1078,ZM2001,ZM020101521,Nakatindi
1079,ZM2002,ZM020201626,Mutenda
1080,ZM2002,ZM020201620,Chikola
1081,ZM6007,ZM070709612,Chisha
1082,ZM6010,ZM070709603,Chibulula
1083,ZM2005,ZM020502526,Kansengu
1084,ZM2005,ZM020502406,Buntungwa
1085,ZM2005,ZM020502527,Kawama
1086,ZM2007,ZM020703111,Mishikishi
1087,ZM2008,ZM020803203,Munkumpu
1088,ZM2008,ZM020803209,Kalweo
1089,ZM6012,ZM070509713,Chela
1090,ZM6009,ZM070610203,Mumbulama
1091,ZM6002,ZM070610121,Kanyanta
1092,ZM6005,ZM070309003,Chilunga
1093,ZM6005,ZM070309111,Lualuo
1094,ZM6003,ZM070409409,Ilambo
1095,ZM6006,ZM070409318,Masonde
1096,ZM6008,ZM070208803,Chisela
1097,ZM2002,ZM020101513,Silwizya
1098,ZM2001,ZM020101522,Mumba
1099,ZM2002,ZM020201701,Kwacha
1100,ZM2002,ZM020201617,Chabanyama
1101,ZM2002,ZM020201707,Kasala
1102,ZM6010,ZM070709604,Mpulungu Central
1103,ZM6011,ZM070809209,Ngulula
1104,ZM2005,ZM020502409,James Phiri
1105,ZM2005,ZM020502517,Lumumba
1106,ZM2005,ZM020502515,Kafubu
1107,ZM2007,ZM020702903,Chondwe
1108,ZM2007,ZM020703115,Shimibanga
1109,ZM6012,ZM070509716,Ipembe
1110,ZM6012,ZM070509710,Lapisha
1111,ZM6009,ZM070610208,Chimpolonge
1112,ZM6002,ZM070610118,Luangwa
1113,ZM6005,ZM070309006,Lukupa
1114,ZM6005,ZM070309116,Musowa
1115,ZM6003,ZM070409410,Ibale
1116,ZM6006,ZM070409319,Chifwile
1117,ZM2001,ZM020101507,Chitambi
1118,ZM2001,ZM020101515,Chitimukulu
1119,ZM2001,ZM020101503,Joseph Mwila
1120,ZM2002,ZM020201611,Musenga
1121,ZM2002,ZM020201702,Nchanga
1122,ZM2002,ZM020201709,Luano
1123,ZM6010,ZM070709605,Tanganyika
1124,ZM6011,ZM070809210,Mungwi
1125,ZM2005,ZM020502523,Baluba
1126,ZM2005,ZM020502524,Milaushi
1127,ZM2006,ZM020301819,Kafue
1128,ZM2006,ZM020603006,Chibanga
1129,ZM2007,ZM020702905,Miengwe
1130,ZM2008,ZM020803204,Kashiba
1131,ZM6007,ZM070509505,Nsunzu
1132,ZM6007,ZM070509507,Mwamba
1133,ZM6012,ZM070509709,Mukololo
1134,ZM6009,ZM070610209,Mutotoshi
1135,ZM6002,ZM070610114,Malambwa
1136,ZM6005,ZM070309007,Mulilansolo
1137,ZM6003,ZM070409412,Mwelawamangu
1138,ZM6003,ZM070409407,Mulalashi
1139,ZM6006,ZM070409316,Namukolo
1140,ZM6008,ZM070208808,Mwambeshi
1141,ZM2001,ZM020101519,Mukuka
1142,ZM2001,ZM020101508,Kakoso
1143,ZM2002,ZM020201612,Kasompe
1144,ZM2002,ZM020201627,Chingola
1145,ZM6010,ZM070709613,Isunga
1146,ZM6010,ZM070709601,Kapembwa
1147,ZM2005,ZM020502528,Muva Hill
1148,ZM2005,ZM020502521,Justine Kabwe
1149,ZM2005,ZM020502403,Twashuka
1150,ZM2007,ZM020703117,Miputu
1151,ZM2008,ZM020803206,Kanyenda
1152,ZM6007,ZM070509502,Moto Moto
1153,ZM6012,ZM070509712,Chimbili
1154,ZM6002,ZM070610210,Mabale
1155,ZM6002,ZM070610116,Bwandela
1156,ZM6005,ZM070309109,Lusenga
1157,ZM6005,ZM070309112,Chiba
1158,ZM6003,ZM070409401,Itandashi
1159,ZM6006,ZM070409413,Isansa
1160,ZM6004,ZM070208922,Munkonge
1161,ZM6009,ZM070208811,Mukubwe
1162,ZM2001,ZM020101512,James Phiri
1163,ZM2001,ZM020101510,Mvula
1164,ZM2002,ZM020201625,Muchinshi
1165,ZM2002,ZM020201621,Chiwempala
1166,ZM2002,ZM020201704,Nsansa
1167,ZM6010,ZM070709610,Itimbwe
1168,ZM6011,ZM070809201,Lubala
1169,ZM2005,ZM020502411,Miko Mfwa
1170,ZM2005,ZM020502412,Zambezi
1171,ZM2008,ZM020803208,Ibenga
1172,ZM2008,ZM020803213,Impumbu
1173,ZM6007,ZM070509508,Lwandi
1174,ZM6012,ZM070509717,Chozi
1175,ZM6002,ZM070610111,Kasanshi
1176,ZM6002,ZM070610112,Isenga
1177,ZM6005,ZM070309008,Buseko
1178,ZM6001,ZM070409322,Isangano
1179,ZM6003,ZM070409406,Kampemba
1180,ZM6006,ZM070409314,Ipusukilo
1181,ZM6008,ZM070208802,Nsumbu
1182,ZM2001,ZM020101505,Kawama
1183,ZM2001,ZM020101511,Mathew Nkoloma
1184,ZM2001,ZM020902625,Butondo
1185,ZM2002,ZM020201710,Bupalo
1186,ZM2002,ZM020201703,Sekela
1187,ZM2002,ZM020201622,Kabungo
1188,ZM6010,ZM070709602,Katwe
1189,ZM6011,ZM070809204,Fibwe
1190,ZM2005,ZM020502407,Mpelembe
1191,ZM2005,ZM020502522,Nkulumashimba
1192,ZM2005,ZM020502404,Chitwi
1193,ZM2008,ZM020803202,Kasonga
1194,ZM2008,ZM020803211,Nampamba
1195,ZM6007,ZM070509503,Kazimolwa
1196,ZM6002,ZM070610115,Malaila
1197,ZM6009,ZM070610205,Mikomba
1198,ZM6002,ZM070610113,Nchelenje
1199,ZM6005,ZM070309113,Kapumaula
1200,ZM6005,ZM070309004,Lukulu
1201,ZM6003,ZM070409408,Mufili
1202,ZM6006,ZM070409315,Katopola
1203,ZM6008,ZM070208804,Munwa
1204,ZM2001,ZM020101506,Miteta
1205,ZM2001,ZM020101520,Yotam Muleya
1206,ZM2002,ZM020201614,Lulamba
1207,ZM2002,ZM020201615,Twatasha
1208,ZM6010,ZM070709608,Iyendwe
1209,ZM6010,ZM070709606,Chilumba
1210,ZM6011,ZM070809207,Kalungu
1211,ZM2005,ZM020502518,Kafue
1212,ZM2005,ZM020502401,Misaka
1213,ZM6010,ZM070709607,Isoko
1214,ZM6011,ZM070809203,Kabisha
1215,ZM6011,ZM070809206,Iyaya
1216,ZM2005,ZM020502516,Nkoloma
1217,ZM2005,ZM020502408,Buteko
1218,ZM2006,ZM020603002,Kabundia
1219,ZM2003,ZM020201613,Mimbula
1220,ZM2009,ZM020902811,Mutundu
1221,ZM2004,ZM020301812,Ngweshi
1222,ZM2004,ZM020402320,Chibote
1223,ZM2004,ZM020402109,Ipusukilo
1224,ZM6001,ZM070108206,Katamba
1225,ZM6001,ZM070108217,Kapoka
1226,ZM6001,ZM070108220,Bumba
1227,ZM6004,ZM070208921,Kapulwa
1228,ZM7007,ZM080811305,Chilenga Chizenzi
1229,ZM7005,ZM080610805,Kapundu
1230,ZM7005,ZM080610812,Ntambu
1231,ZM3007,ZM030605210,Mombe
1232,ZM6010,ZM070709609,Mumila
1233,ZM6011,ZM070809208,Fube
1234,ZM6011,ZM070809211,Chabeshi
1235,ZM2005,ZM020502413,Mulungushi
1236,ZM2005,ZM020502525,Ngebe
1237,ZM2006,ZM020603004,Kansonka
1238,ZM2003,ZM020301821,Chati
1239,ZM2004,ZM020301807,Ichimpe
1240,ZM2004,ZM020301816,Chisupa
1241,ZM2004,ZM020401902,Twatasha
1242,ZM2004,ZM020402112,Lubwa
1243,ZM6001,ZM070108210,Mpanshya
1244,ZM6001,ZM070108216,Kanchindi
1245,ZM6001,ZM070108209,Mofu
1246,ZM6004,ZM070208920,Mwawe
1247,ZM7007,ZM080811413,Liyovu
1248,ZM7005,ZM080610808,Kasampula
1249,ZM7005,ZM080610811,Chisasa
1250,ZM2001,ZM020101501,Chilimina
1251,ZM3007,ZM030605207,Nyimba
1252,ZM6011,ZM070809205,Chamfubu
1253,ZM2005,ZM020502410,Levi Chito
1254,ZM2005,ZM020502520,Mpatamatu
1255,ZM2005,ZM020502402,Fisenge
1256,ZM2006,ZM020603003,Boso
1257,ZM2003,ZM020301820,Chankalamo
1258,ZM2003,ZM020301802,Chambishi
1259,ZM2004,ZM020301811,Luapula
1260,ZM2004,ZM020401905,Lubuto
1261,ZM2004,ZM020402321,Wusakile
1262,ZM2004,ZM020401901,Itimpi
1263,ZM6001,ZM070108218,Kawena
1264,ZM6001,ZM070409320,Mushituwamboo
1265,ZM7007,ZM080811301,Lukunyi
1266,ZM7007,ZM080811414,Muyembe
1267,ZM7007,ZM080811306,Lwitadi Lwatembo
1268,ZM7005,ZM080610803,Mulumbi
1269,ZM7009,ZM080711213,Mumena
1270,ZM3007,ZM030605206,Mtilizi
1271,ZM2006,ZM020603012,Mwelushi
1272,ZM2006,ZM020603005,Kafubu
1273,ZM2006,ZM020603010,Bulaya
1274,ZM2003,ZM020301806,Mwambashi
1275,ZM2004,ZM020402110,Chantete
1276,ZM2004,ZM020301813,Kalengwa
1277,ZM2004,ZM020402319,Chamboli
1278,ZM2004,ZM020402228,Kamakonde
1279,ZM6001,ZM070108212,Kambashi
1280,ZM6001,ZM070108208,Lwenda
1281,ZM6004,ZM070208912,Chiyilunda
1282,ZM7007,ZM080811412,Likungu
1283,ZM7007,ZM080811308,Chitokokoki
1284,ZM7007,ZM080811304,Mukanda Nkunda
1285,ZM7005,ZM080610809,Lumwana
1286,ZM3007,ZM030605212,Chinambi
1287,ZM3007,ZM030605208,Kaliwe
1288,ZM3004,ZM030304510,Katiula
1289,ZM3004,ZM030304616,Lukweta
1290,ZM3002,ZM030405017,Nthitimila
1291,ZM2006,ZM020603015,Luswishi
1292,ZM2006,ZM020603007,Sokotwe
1293,ZM2003,ZM020301822,Chembe
1294,ZM2004,ZM020402318,Luangwa
1295,ZM2004,ZM020301817,Buseko
1296,ZM2004,ZM020402223,Parkland
1297,ZM2004,ZM020402108,Bulangililo
1298,ZM6001,ZM070108222,Luangwa
1299,ZM6001,ZM070108214,Chinkundu
1300,ZM6004,ZM070208917,Choma
1301,ZM7007,ZM080811310,Zambezi
1302,ZM7005,ZM080610807,Kakoma
1303,ZM7005,ZM080610813,Samuteba
1304,ZM3006,ZM030505101,Nsefu
1305,ZM3007,ZM030605205,Lwezi
1306,ZM3004,ZM030304509,Mwandafisi
1307,ZM3004,ZM030304618,Matunga
1308,ZM3002,ZM030405015,Chilola
1309,ZM3005,ZM030404804,Luwelezi
1310,ZM2006,ZM020603014,Lufwanyama
1311,ZM2006,ZM020603013,Mpindi
1312,ZM2006,ZM020603009,Chantete
1313,ZM2002,ZM020902623,Kangwa Nsuluka
1314,ZM2003,ZM020301801,Musakashi
1315,ZM2004,ZM020402016,Kamfinsa
1316,ZM2004,ZM020301809,Lubuto
1317,ZM2004,ZM020301810,Kalungwishi
1318,ZM2004,ZM020401906,Chimwemwe
1319,ZM2004,ZM020402222,Rokana
1320,ZM2004,ZM020402014,Ndeke
1321,ZM2004,ZM020402226,Misheshi
1322,ZM6001,ZM070108201,Mulanda
1323,ZM6001,ZM070108211,Kashitu
1324,ZM6001,ZM070108213,Nguni
1325,ZM6001,ZM070108207,Muteka
1326,ZM6001,ZM070108215,Chiloba
1327,ZM6004,ZM070208913,Mofwe
1328,ZM6004,ZM070208916,Chipili
1329,ZM7001,ZM080110309,Lingundu
1330,ZM7007,ZM080811416,Matondo
1331,ZM7007,ZM080811309,Chivweji Kasesi
1332,ZM2006,ZM020603001,Kansanta
1333,ZM2006,ZM020603008,Mibenge
1334,ZM2004,ZM020301805,Lulamba
1335,ZM2003,ZM020301803,Twaiteka
1336,ZM2004,ZM020402227,Mindolo
1337,ZM2004,ZM020301808,Kalanga
1338,ZM2004,ZM020301815,Kankonshi
1339,ZM2004,ZM020401904,Buntungwa
1340,ZM2004,ZM020402224,Buchi
1341,ZM2004,ZM020402013,Bupe
1342,ZM2004,ZM020402107,Kwacha
1343,ZM2004,ZM020402225,Mukuba
1344,ZM2009,ZM020401903,Kawama
1345,ZM6001,ZM070108221,Mubemba
1346,ZM6001,ZM070108219,Kanama
1347,ZM6001,ZM070108203,Bulilo
1348,ZM6004,ZM070208914,Kalungwishi
1349,ZM6004,ZM070208915,Nkota
1350,ZM6008,ZM070208919,Kaleulu
1351,ZM7001,ZM080110306,Chivombo Mbalango
1352,ZM7007,ZM080811415,Mwange Nyawanda
1353,ZM7007,ZM080811307,Mpidi Kakonga
1354,ZM7007,ZM080811303,Dipalata
1355,ZM7005,ZM080610806,Kanyama
1356,ZM7005,ZM080610816,Kamapanda
1357,ZM3007,ZM030605211,Chamilala
1358,ZM3004,ZM030304503,Milanzi
1359,ZM3004,ZM030304612,Chavuka
1360,ZM3011,ZM030404919,Chamtowa
1361,ZM3005,ZM030404808,Membe
1362,ZM3011,ZM030404923,Kazembe
1363,ZM7001,ZM080110305,Kalombo Kamisamba
1364,ZM3008,ZM030705420,Lusangazi
1365,ZM3007,ZM030705418,Mateyo Mseka
1366,ZM3012,ZM030304725,Nyamasasonkho
1367,ZM7010,ZM080310403,Kashinakaji
1368,ZM7007,ZM080811302,Nyakulenga
1369,ZM7005,ZM080610814,Mudyanyama
1370,ZM7006,ZM080711008,Kapijimpanga
1371,ZM3007,ZM030605213,Luangwa
1372,ZM3004,ZM030304506,Kapangulula
1373,ZM3004,ZM030304615,Chimtende
1374,ZM3011,ZM030404927,Chibande
1375,ZM3005,ZM030405011,Mnyamazi
1376,ZM7001,ZM080110312,Nyatanda Nyambingila
1377,ZM7001,ZM080110303,Lingelengenda
1378,ZM3013,ZM030103817,Mbozi
1379,ZM3008,ZM030705509,Msumbazi
1380,ZM3008,ZM030705515,Nyika
1381,ZM3012,ZM030304727,Kasangazi
1382,ZM3012,ZM030304724,Mnyamanzi
1383,ZM7010,ZM080310407,Kawanda
1384,ZM7005,ZM080610804,Mundwinji
1385,ZM7005,ZM080610815,Chibwika
1386,ZM3007,ZM030605202,Katipa
1387,ZM3004,ZM030304504,Kapoche
1388,ZM3004,ZM030304613,Kadula
