,adminLevel,placeCode,name,placeCodeParent,geom,geometry,properties
559,3,ET040217,Kiremu,ET0402,"{'type': 'MultiPolygon', 'coordinates': [[[[36.815348467, 10.3403141860001], [36.7457169730001, 10.359969913], [36.6916535230001, 10.357319884], [36.6853993340001, 10.3175950470001], [36.689570546, 10.307694435], [36.707217626, 10.267329193], [36.7324762050001, 10.239675043], [36.7334384340001, 10.185644187], [36.719851432, 10.161448169], [36.7434844360001, 10.1395657310001], [36.739941161, 10.0704008280001], [36.725945837, 10.0359215350001], [36.736837983, 9.99794214700006], [36.7247960870001, 9.96725451900005], [36.7370110970001, 9.88412163200007], [36.7859703870001, 9.83308507800007], [36.772821252, 9.82000491600007], [36.7917781140001, 9.75986980500005], [36.8224118090001, 9.77474748200007], [36.8461589790001, 9.76736619700006], [36.8803469860001, 9.79386138600006], [36.9130347230001, 9.80439695000007], [36.917732861, 9.80848431700002], [36.90776564, 9.86615460500008], [36.919165418, 9.94772263900006], [36.895486369, 9.97630106900004], [36.9144652090001, 10.0115422010001], [36.898035528, 10.0300431370001], [36.8949210640001, 10.114327744], [36.88662442, 10.1628126260001], [36.853304462, 10.178563501], [36.8654025700001, 10.2503081780001], [36.837501015, 10.2878866140001], [36.815348467, 10.3403141860001]]]]}","{'type': 'MultiPolygon', 'coordinates': [[[[36.815348467, 10.3403141860001], [36.7457169730001, 10.359969913], [36.6916535230001, 10.357319884], [36.6853993340001, 10.3175950470001], [36.689570546, 10.307694435], [36.707217626, 10.267329193], [36.7324762050001, 10.239675043], [36.7334384340001, 10.185644187], [36.719851432, 10.161448169], [36.7434844360001, 10.1395657310001], [36.739941161, 10.0704008280001], [36.725945837, 10.0359215350001], [36.736837983, 9.99794214700006], [36.7247960870001, 9.96725451900005], [36.7370110970001, 9.88412163200007], [36.7859703870001, 9.83308507800007], [36.772821252, 9.82000491600007], [36.7917781140001, 9.75986980500005], [36.8224118090001, 9.77474748200007], [36.8461589790001, 9.76736619700006], [36.8803469860001, 9.79386138600006], [36.9130347230001, 9.80439695000007], [36.917732861, 9.80848431700002], [36.90776564, 9.86615460500008], [36.919165418, 9.94772263900006], [36.895486369, 9.97630106900004], [36.9144652090001, 10.0115422010001], [36.898035528, 10.0300431370001], [36.8949210640001, 10.114327744], [36.88662442, 10.1628126260001], [36.853304462, 10.178563501], [36.8654025700001, 10.2503081780001], [36.837501015, 10.2878866140001], [36.815348467, 10.3403141860001]]]]}","{'placeCode': 'ET040217', 'placeCodeParent': 'ET0402', 'name': 'Kiremu', 'adminLevel': 3}"
560,3,ET071901,Konta,ET0719,"{'type': 'MultiPolygon', 'coordinates': [[[[36.943962223, 7.27099703900006], [36.879154575, 7.32969439800007], [36.8409362, 7.32598987500006], [36.791070372, 7.25230188500007], [36.7745385110001, 7.24612479700005], [36.7558933060001, 7.16104508900003], [36.717191572, 7.14965832200005], [36.6935016530001, 7.16583984700003], [36.6789187950001, 7.13791668600004], [36.6193992550001, 7.13272398200007], [36.586187576, 7.11431743900005], [36.600955679, 7.05021840800003], [36.5684774010001, 7.04874389000003], [36.550323335, 7.01878197500002], [36.512881882, 7.00898795700004], [36.4792205680001, 6.98681671000003], [36.4619330740001, 6.96233593300008], [36.4577700200001, 6.92206166500006], [36.4830544700001, 6.87845354400002], [36.4905046480001, 6.81607480100007], [36.457530992, 6.78575008800004], [36.4017267190001, 6.76773799100005], [36.3775716710001, 6.73512411600007], [36.343191851, 6.70574278300006], [36.3385382180001, 6.68254172400003], [36.358864322, 6.63125749600005], [36.3289295640001, 6.57846729400006], [36.3391754310001, 6.53320780200005], [36.3254391420001, 6.45893308500007], [36.388507842, 6.46140566900004], [36.464838968, 6.53010565000005], [36.5706369530001, 6.58255783900006], [36.5975490490001, 6.62501538400005], [36.623538157, 6.63124453100005], [36.6795703220001, 6.66558380900005], [36.678761029, 6.68480353500007], [36.693494505, 6.70567758600004], [36.690519264, 6.77746760400004], [36.706140356, 6.82704022100006], [36.7583234050001, 6.89272338900003], [36.765597497, 6.92973967600005], [36.78506029, 6.95760522200004], [36.8239445660001, 6.97884047100007], [36.826904966, 7.03628609900005], [36.8181264670001, 7.05857137100003], [36.8667219750001, 7.18384803800006], [36.8759929290001, 7.23103944400003], [36.910461266, 7.23564763100006], [36.964664912, 7.22502687600007], [36.943962223, 7.27099703900006]]]]}","{'type': 'MultiPolygon', 'coordinates': [[[[36.943962223, 7.27099703900006], [36.879154575, 7.32969439800007], [36.8409362, 7.32598987500006], [36.791070372, 7.25230188500007], [36.7745385110001, 7.24612479700005], [36.7558933060001, 7.16104508900003], [36.717191572, 7.14965832200005], [36.6935016530001, 7.16583984700003], [36.6789187950001, 7.13791668600004], [36.6193992550001, 7.13272398200007], [36.586187576, 7.11431743900005], [36.600955679, 7.05021840800003], [36.5684774010001, 7.04874389000003], [36.550323335, 7.01878197500002], [36.512881882, 7.00898795700004], [36.4792205680001, 6.98681671000003], [36.4619330740001, 6.96233593300008], [36.4577700200001, 6.92206166500006], [36.4830544700001, 6.87845354400002], [36.4905046480001, 6.81607480100007], [36.457530992, 6.78575008800004], [36.4017267190001, 6.76773799100005], [36.3775716710001, 6.73512411600007], [36.343191851, 6.70574278300006], [36.3385382180001, 6.68254172400003], [36.358864322, 6.63125749600005], [36.3289295640001, 6.57846729400006], [36.3391754310001, 6.53320780200005], [36.3254391420001, 6.45893308500007], [36.388507842, 6.46140566900004], [36.464838968, 6.53010565000005], [36.5706369530001, 6.58255783900006], [36.5975490490001, 6.62501538400005], [36.623538157, 6.63124453100005], [36.6795703220001, 6.66558380900005], [36.678761029, 6.68480353500007], [36.693494505, 6.70567758600004], [36.690519264, 6.77746760400004], [36.706140356, 6.82704022100006], [36.7583234050001, 6.89272338900003], [36.765597497, 6.92973967600005], [36.78506029, 6.95760522200004], [36.8239445660001, 6.97884047100007], [36.826904966, 7.03628609900005], [36.8181264670001, 7.05857137100003], [36.8667219750001, 7.18384803800006], [36.8759929290001, 7.23103944400003], [36.910461266, 7.23564763100006], [36.964664912, 7.22502687600007], [36.943962223, 7.27099703900006]]]]}","{'placeCode': 'ET071901', 'placeCodeParent': 'ET0719', 'name': 'Konta', 'adminLevel': 3}"
561,3,ET030614,Shebel Bernta,ET0306,"{'type': 'MultiPolygon', 'coordinates': [[[[38.466984546, 10.546639699], [38.43953106, 10.557795174], [38.3998032870001, 10.548173293], [38.37141876, 10.5551724150001], [38.334852884, 10.534333727], [38.3044259370001, 10.4783060510001], [38.3071884560001, 10.442706027], [38.275413407, 10.4271252250001], [38.277207205, 10.378322043], [38.2356092210001, 10.386523271], [38.255726446, 10.341847832], [38.267396707, 10.2836767050001], [38.3046304910001, 10.226399553], [38.2790029070001, 10.140296087], [38.247788605, 10.1019494760001], [38.295274991, 10.0892478690001], [38.321809509, 10.107186793], [38.346865291, 10.1583911500001], [38.3974999980001, 10.144277915], [38.4300435440001, 10.1931329660001], [38.4193913550001, 10.2132296450001], [38.4541912240001, 10.246689368], [38.4600672990001, 10.2899703200001], [38.4961930810001, 10.363573172], [38.4810880920001, 10.4523464800001], [38.4887808330001, 10.483930667], [38.466984546, 10.546639699]]]]}","{'type': 'MultiPolygon', 'coordinates': [[[[38.466984546, 10.546639699], [38.43953106, 10.557795174], [38.3998032870001, 10.548173293], [38.37141876, 10.5551724150001], [38.334852884, 10.534333727], [38.3044259370001, 10.4783060510001], [38.3071884560001, 10.442706027], [38.275413407, 10.4271252250001], [38.277207205, 10.378322043], [38.2356092210001, 10.386523271], [38.255726446, 10.341847832], [38.267396707, 10.2836767050001], [38.3046304910001, 10.226399553], [38.2790029070001, 10.140296087], [38.247788605, 10.1019494760001], [38.295274991, 10.0892478690001], [38.321809509, 10.107186793], [38.346865291, 10.1583911500001], [38.3974999980001, 10.144277915], [38.4300435440001, 10.1931329660001], [38.4193913550001, 10.2132296450001], [38.4541912240001, 10.246689368], [38.4600672990001, 10.2899703200001], [38.4961930810001, 10.363573172], [38.4810880920001, 10.4523464800001], [38.4887808330001, 10.483930667], [38.466984546, 10.546639699]]]]}","{'placeCode': 'ET030614', 'placeCodeParent': 'ET0306', 'name': 'Shebel Bernta', 'adminLevel': 3}"
562,3,ET040204,Haro Limu,ET0402,"{'type': 'MultiPolygon', 'coordinates': [[[[36.325145854, 9.93061444400007], [36.309839455, 9.96596111800005], [36.323721506, 9.98760997600004], [36.282895121, 10.028010694], [36.3015234980001, 10.0686114380001], [36.3271780680001, 10.095617185], [36.3327163120001, 10.138644943], [36.2718921580001, 10.1130876610001], [36.2589195560001, 10.07845201], [36.218924192, 10.05321251], [36.184567068, 10.049661314], [36.139898364, 10.0097050900001], [36.119798732, 9.96133316400005], [36.152193868, 9.86636313500003], [36.1282070820001, 9.85221363500006], [36.1364711350001, 9.80744729800006], [36.105286613, 9.77332364300003], [36.1590572260001, 9.74693650800003], [36.191865862, 9.68787751800005], [36.2007773720001, 9.61492876800003], [36.228149563, 9.58104650900003], [36.301025209, 9.55551547100004], [36.317522567, 9.53627964300006], [36.371554125, 9.58381900300003], [36.4032449310001, 9.59773190900006], [36.415861514, 9.62079982300003], [36.360947535, 9.65739331600003], [36.362032044, 9.70671713800004], [36.346629019, 9.73793680300003], [36.347364048, 9.79326892000006], [36.377837169, 9.82608808000003], [36.3238881940001, 9.90997147700006], [36.325145854, 9.93061444400007]]]]}","{'type': 'MultiPolygon', 'coordinates': [[[[36.325145854, 9.93061444400007], [36.309839455, 9.96596111800005], [36.323721506, 9.98760997600004], [36.282895121, 10.028010694], [36.3015234980001, 10.0686114380001], [36.3271780680001, 10.095617185], [36.3327163120001, 10.138644943], [36.2718921580001, 10.1130876610001], [36.2589195560001, 10.07845201], [36.218924192, 10.05321251], [36.184567068, 10.049661314], [36.139898364, 10.0097050900001], [36.119798732, 9.96133316400005], [36.152193868, 9.86636313500003], [36.1282070820001, 9.85221363500006], [36.1364711350001, 9.80744729800006], [36.105286613, 9.77332364300003], [36.1590572260001, 9.74693650800003], [36.191865862, 9.68787751800005], [36.2007773720001, 9.61492876800003], [36.228149563, 9.58104650900003], [36.301025209, 9.55551547100004], [36.317522567, 9.53627964300006], [36.371554125, 9.58381900300003], [36.4032449310001, 9.59773190900006], [36.415861514, 9.62079982300003], [36.360947535, 9.65739331600003], [36.362032044, 9.70671713800004], [36.346629019, 9.73793680300003], [36.347364048, 9.79326892000006], [36.377837169, 9.82608808000003], [36.3238881940001, 9.90997147700006], [36.325145854, 9.93061444400007]]]]}","{'placeCode': 'ET040204', 'placeCodeParent': 'ET0402', 'name': 'Haro Limu', 'adminLevel': 3}"
563,3,ET050597,Higloley,ET0505,"{'type': 'MultiPolygon', 'coordinates': [[[[44.6787613060001, 6.00259519000002], [44.4917479110001, 6.01170632400004], [44.4611714490001, 5.97134244900008], [44.4681895350001, 5.95134199700004], [44.274977302, 5.78002080400006], [44.195622277, 5.68760253900007], [44.3574256260001, 5.62811601400006], [44.440866068, 5.61288392700004], [44.5665856890001, 5.47728088600007], [44.7693962540001, 5.49308615800004], [44.8139510250001, 5.52420717800004], [44.863001658, 5.61853651700005], [44.82187436, 5.72958506800006], [44.718249611, 5.83692706400007], [44.7446829040001, 5.94848664400007], [44.7166052640001, 5.99322051000007], [44.6787613060001, 6.00259519000002]]]]}","{'type': 'MultiPolygon', 'coordinates': [[[[44.6787613060001, 6.00259519000002], [44.4917479110001, 6.01170632400004], [44.4611714490001, 5.97134244900008], [44.4681895350001, 5.95134199700004], [44.274977302, 5.78002080400006], [44.195622277, 5.68760253900007], [44.3574256260001, 5.62811601400006], [44.440866068, 5.61288392700004], [44.5665856890001, 5.47728088600007], [44.7693962540001, 5.49308615800004], [44.8139510250001, 5.52420717800004], [44.863001658, 5.61853651700005], [44.82187436, 5.72958506800006], [44.718249611, 5.83692706400007], [44.7446829040001, 5.94848664400007], [44.7166052640001, 5.99322051000007], [44.6787613060001, 6.00259519000002]]]]}","{'placeCode': 'ET050597', 'placeCodeParent': 'ET0505', 'name': 'Higloley', 'adminLevel': 3}"
564,3,ET051104,Hudet,ET0511,"{'type': 'MultiPolygon', 'coordinates': [[[[39.750444, 4.163128], [39.831774415, 4.30250761200006], [39.905163423, 4.48264426600002], [39.885148239, 4.56403934700006], [39.735543422, 4.64853788700003], [39.703269004, 4.56816936800004], [39.642058611, 4.43593929100007], [39.618818441, 4.36846924200006], [39.5750446970001, 4.27830768400003], [39.5396879950001, 4.23516917300003], [39.5274418990001, 4.16316270800007], [39.750444, 4.163128]]]]}","{'type': 'MultiPolygon', 'coordinates': [[[[39.750444, 4.163128], [39.831774415, 4.30250761200006], [39.905163423, 4.48264426600002], [39.885148239, 4.56403934700006], [39.735543422, 4.64853788700003], [39.703269004, 4.56816936800004], [39.642058611, 4.43593929100007], [39.618818441, 4.36846924200006], [39.5750446970001, 4.27830768400003], [39.5396879950001, 4.23516917300003], [39.5274418990001, 4.16316270800007], [39.750444, 4.163128]]]]}","{'placeCode': 'ET051104', 'placeCodeParent': 'ET0511', 'name': 'Hudet', 'adminLevel': 3}"
565,3,ET041305,Ilu,ET0413,"{'type': 'MultiPolygon', 'coordinates': [[[[38.416174197, 8.85264727200007], [38.3681269960001, 8.88925397200006], [38.320259278, 8.90340745400005], [38.2947825540001, 8.89407729300007], [38.2752733720001, 8.85798675300003], [38.252584723, 8.85218359200007], [38.2698814340001, 8.83627587900003], [38.2510276040001, 8.75626344200003], [38.310548484, 8.75635296400003], [38.3648093510001, 8.77651120600007], [38.411414629, 8.76613363500007], [38.4418138790001, 8.77857726900004], [38.420427089, 8.81643528100005], [38.416174197, 8.85264727200007]]]]}","{'type': 'MultiPolygon', 'coordinates': [[[[38.416174197, 8.85264727200007], [38.3681269960001, 8.88925397200006], [38.320259278, 8.90340745400005], [38.2947825540001, 8.89407729300007], [38.2752733720001, 8.85798675300003], [38.252584723, 8.85218359200007], [38.2698814340001, 8.83627587900003], [38.2510276040001, 8.75626344200003], [38.310548484, 8.75635296400003], [38.3648093510001, 8.77651120600007], [38.411414629, 8.76613363500007], [38.4418138790001, 8.77857726900004], [38.420427089, 8.81643528100005], [38.416174197, 8.85264727200007]]]]}","{'placeCode': 'ET041305', 'placeCodeParent': 'ET0413', 'name': 'Ilu', 'adminLevel': 3}"
566,3,ET070214,Jajura town,ET0702,"{'type': 'MultiPolygon', 'coordinates': [[[[37.6963031290001, 7.45023525300007], [37.699045056, 7.46204338600006], [37.680547678, 7.46305064600006], [37.685701119, 7.45154355700004], [37.6963031290001, 7.45023525300007]]]]}","{'type': 'MultiPolygon', 'coordinates': [[[[37.6963031290001, 7.45023525300007], [37.699045056, 7.46204338600006], [37.680547678, 7.46305064600006], [37.685701119, 7.45154355700004], [37.6963031290001, 7.45023525300007]]]]}","{'placeCode': 'ET070214', 'placeCodeParent': 'ET0702', 'name': 'Jajura town', 'adminLevel': 3}"
567,3,ET040214,Jimma Arjo,ET0402,"{'type': 'MultiPolygon', 'coordinates': [[[[36.7319038790001, 8.87360703000007], [36.704714095, 8.86490446200003], [36.692377139, 8.90896496200003], [36.641809661, 8.91959875200007], [36.6249990320001, 8.84140098700004], [36.567060794, 8.85793682100007], [36.543889779, 8.84623738800008], [36.5406818750001, 8.81927873900003], [36.4900913020001, 8.82783015800004], [36.429488001, 8.81429497800002], [36.3976889090001, 8.81751859400003], [36.375500733, 8.79403204700003], [36.439427106, 8.63009684000002], [36.5267875640001, 8.58972428900006], [36.553794075, 8.56299875100007], [36.588804843, 8.57687133800005], [36.627096581, 8.54650322700007], [36.680209833, 8.59063081400006], [36.674186567, 8.67179711700004], [36.646932087, 8.70989469400007], [36.6058257, 8.73468833900006], [36.5960662160001, 8.78352217800006], [36.640731466, 8.79078618600005], [36.646489134, 8.82051374900004], [36.6772313660001, 8.84718018000007], [36.7319038790001, 8.87360703000007]]]]}","{'type': 'MultiPolygon', 'coordinates': [[[[36.7319038790001, 8.87360703000007], [36.704714095, 8.86490446200003], [36.692377139, 8.90896496200003], [36.641809661, 8.91959875200007], [36.6249990320001, 8.84140098700004], [36.567060794, 8.85793682100007], [36.543889779, 8.84623738800008], [36.5406818750001, 8.81927873900003], [36.4900913020001, 8.82783015800004], [36.429488001, 8.81429497800002], [36.3976889090001, 8.81751859400003], [36.375500733, 8.79403204700003], [36.439427106, 8.63009684000002], [36.5267875640001, 8.58972428900006], [36.553794075, 8.56299875100007], [36.588804843, 8.57687133800005], [36.627096581, 8.54650322700007], [36.680209833, 8.59063081400006], [36.674186567, 8.67179711700004], [36.646932087, 8.70989469400007], [36.6058257, 8.73468833900006], [36.5960662160001, 8.78352217800006], [36.640731466, 8.79078618600005], [36.646489134, 8.82051374900004], [36.6772313660001, 8.84718018000007], [36.7319038790001, 8.87360703000007]]]]}","{'placeCode': 'ET040214', 'placeCodeParent': 'ET0402', 'name': 'Jimma Arjo', 'adminLevel': 3}"
568,3,ET030407,Kalu,ET0304,"{'type': 'MultiPolygon', 'coordinates': [[[[39.8472677180001, 11.3221734570001], [39.8137605410001, 11.3108598380001], [39.8193114740001, 11.2678838360001], [39.7736010130001, 11.2676200340001], [39.77954385, 11.22511719], [39.755856448, 11.1962163480001], [39.759326054, 11.173369768], [39.7705314040001, 11.171425438], [39.7962273790001, 11.1670543710001], [39.818369411, 11.125404625], [39.783321281, 11.089369499], [39.745884496, 11.0425248220001], [39.7426504840001, 10.993377072], [39.686857796, 11.002148237], [39.6798937080001, 10.948615643], [39.663715074, 10.928428131], [39.6736251350001, 10.895686315], [39.7181866770001, 10.8747053290001], [39.7445049470001, 10.893059673], [39.8266671690001, 10.8768157860001], [39.8843345020001, 10.9046556110001], [39.8612339310001, 10.9293907250001], [39.8685053200001, 10.9837011440001], [39.914347073, 10.9917787040001], [39.948174592, 11.0541652690001], [39.9929151580001, 11.0408940360001], [39.990322818, 11.0601028570001], [39.9547115, 11.121288259], [39.9701290940001, 11.152401583], [39.9697122580001, 11.185136293], [39.953232138, 11.2110484990001], [39.885930715, 11.241546901], [39.8472677180001, 11.3221734570001]]]]}","{'type': 'MultiPolygon', 'coordinates': [[[[39.8472677180001, 11.3221734570001], [39.8137605410001, 11.3108598380001], [39.8193114740001, 11.2678838360001], [39.7736010130001, 11.2676200340001], [39.77954385, 11.22511719], [39.755856448, 11.1962163480001], [39.759326054, 11.173369768], [39.7705314040001, 11.171425438], [39.7962273790001, 11.1670543710001], [39.818369411, 11.125404625], [39.783321281, 11.089369499], [39.745884496, 11.0425248220001], [39.7426504840001, 10.993377072], [39.686857796, 11.002148237], [39.6798937080001, 10.948615643], [39.663715074, 10.928428131], [39.6736251350001, 10.895686315], [39.7181866770001, 10.8747053290001], [39.7445049470001, 10.893059673], [39.8266671690001, 10.8768157860001], [39.8843345020001, 10.9046556110001], [39.8612339310001, 10.9293907250001], [39.8685053200001, 10.9837011440001], [39.914347073, 10.9917787040001], [39.948174592, 11.0541652690001], [39.9929151580001, 11.0408940360001], [39.990322818, 11.0601028570001], [39.9547115, 11.121288259], [39.9701290940001, 11.152401583], [39.9697122580001, 11.185136293], [39.953232138, 11.2110484990001], [39.885930715, 11.241546901], [39.8472677180001, 11.3221734570001]]]]}","{'placeCode': 'ET030407', 'placeCodeParent': 'ET0304', 'name': 'Kalu', 'adminLevel': 3}"
569,3,ET050206,Kebribeyah,ET0502,"{'type': 'MultiPolygon', 'coordinates': [[[[43.5448494570001, 9.35481545300007], [43.44166, 9.41764], [43.42583, 9.43458], [43.4270757130001, 9.47882550600002], [43.3669359940001, 9.43354093700003], [43.2714975230001, 9.34984619600004], [43.218990933, 9.28778319200006], [43.196794126, 9.30811424100006], [43.1713031580001, 9.28789898400004], [43.190737025, 9.25692848700004], [43.1339479800001, 9.20953805000005], [43.0967924190001, 9.19898632400003], [43.0096330820001, 9.17156973100003], [42.9573201060001, 9.10448443700005], [42.919757, 9.072705], [42.903957823, 8.95556192100003], [43.037627925, 8.92101260500004], [43.0768890310001, 8.88139457900007], [43.1521989720001, 8.83285357400007], [43.1768263930001, 8.79680474000003], [43.2326281640001, 8.79377291500003], [43.3246721880001, 8.80062178100007], [43.3254383730001, 8.85843278600004], [43.3397298950001, 8.87858904400002], [43.3901150520001, 8.89930489200003], [43.429759394, 8.89843221200005], [43.4966038590001, 9.18987769700004], [43.526061816, 9.34266670700003], [43.5448494570001, 9.35481545300007]], [[43.2049754990001, 9.07369490900004], [43.165994278, 9.07873383500004], [43.1465903100001, 9.10823656700006], [43.1652447660001, 9.12280116900007], [43.2144785740001, 9.09855911700004], [43.2049754990001, 9.07369490900004]]]]}","{'type': 'MultiPolygon', 'coordinates': [[[[43.5448494570001, 9.35481545300007], [43.44166, 9.41764], [43.42583, 9.43458], [43.4270757130001, 9.47882550600002], [43.3669359940001, 9.43354093700003], [43.2714975230001, 9.34984619600004], [43.218990933, 9.28778319200006], [43.196794126, 9.30811424100006], [43.1713031580001, 9.28789898400004], [43.190737025, 9.25692848700004], [43.1339479800001, 9.20953805000005], [43.0967924190001, 9.19898632400003], [43.0096330820001, 9.17156973100003], [42.9573201060001, 9.10448443700005], [42.919757, 9.072705], [42.903957823, 8.95556192100003], [43.037627925, 8.92101260500004], [43.0768890310001, 8.88139457900007], [43.1521989720001, 8.83285357400007], [43.1768263930001, 8.79680474000003], [43.2326281640001, 8.79377291500003], [43.3246721880001, 8.80062178100007], [43.3254383730001, 8.85843278600004], [43.3397298950001, 8.87858904400002], [43.3901150520001, 8.89930489200003], [43.429759394, 8.89843221200005], [43.4966038590001, 9.18987769700004], [43.526061816, 9.34266670700003], [43.5448494570001, 9.35481545300007]], [[43.2049754990001, 9.07369490900004], [43.165994278, 9.07873383500004], [43.1465903100001, 9.10823656700006], [43.1652447660001, 9.12280116900007], [43.2144785740001, 9.09855911700004], [43.2049754990001, 9.07369490900004]]]]}","{'placeCode': 'ET050206', 'placeCodeParent': 'ET0502', 'name': 'Kebribeyah', 'adminLevel': 3}"
570,3,ET031006,Kemisie town,ET0310,"{'type': 'MultiPolygon', 'coordinates': [[[[39.8688585730001, 10.726411146], [39.867594125, 10.7099434250001], [39.8848720440001, 10.7173248390001], [39.8688585730001, 10.726411146]]]]}","{'type': 'MultiPolygon', 'coordinates': [[[[39.8688585730001, 10.726411146], [39.867594125, 10.7099434250001], [39.8848720440001, 10.7173248390001], [39.8688585730001, 10.726411146]]]]}","{'placeCode': 'ET031006', 'placeCodeParent': 'ET0310', 'name': 'Kemisie town', 'adminLevel': 3}"
571,3,ET072011,Kibet town,ET0720,"{'type': 'MultiPolygon', 'coordinates': [[[[38.3385797070001, 8.04924818800004], [38.2831083460001, 8.05540467500003], [38.289476929, 8.04199194600005], [38.3084168600001, 8.02810499000003], [38.2922374670001, 7.99873510100002], [38.338641856, 7.97859656100007], [38.360111208, 8.00173078900002], [38.367789331, 8.02966044400006], [38.3385797070001, 8.04924818800004]]]]}","{'type': 'MultiPolygon', 'coordinates': [[[[38.3385797070001, 8.04924818800004], [38.2831083460001, 8.05540467500003], [38.289476929, 8.04199194600005], [38.3084168600001, 8.02810499000003], [38.2922374670001, 7.99873510100002], [38.338641856, 7.97859656100007], [38.360111208, 8.00173078900002], [38.367789331, 8.02966044400006], [38.3385797070001, 8.04924818800004]]]]}","{'placeCode': 'ET072011', 'placeCodeParent': 'ET0720', 'name': 'Kibet town', 'adminLevel': 3}"
572,3,ET041708,Kokosa,ET0417,"{'type': 'MultiPolygon', 'coordinates': [[[[38.90217017, 6.93652344800006], [38.848482065, 6.93335486700005], [38.832987577, 6.94433176800004], [38.760826837, 6.92472611900007], [38.729938642, 6.86069139300002], [38.6994691630001, 6.84943186000004], [38.6748584860001, 6.83603591100007], [38.6398534420001, 6.81268685000003], [38.63596016, 6.78934486500003], [38.67597464, 6.75403459200004], [38.72094035, 6.73010231300003], [38.7542401150001, 6.69703079100003], [38.8179297140001, 6.70361103100004], [38.836019005, 6.68180230900003], [38.855119444, 6.66869942700003], [38.923987407, 6.65787670900005], [38.925104171, 6.65763433300003], [38.9502655210001, 6.69984386900006], [39.00274295, 6.74705760000006], [38.9541627610001, 6.75455780400006], [38.919557814, 6.79754799400007], [38.895501842, 6.79880083100005], [38.882218059, 6.82810776000002], [38.8457465480001, 6.82367434200006], [38.8353118920001, 6.85322059100002], [38.881665422, 6.89659374600006], [38.90217017, 6.93652344800006]]]]}","{'type': 'MultiPolygon', 'coordinates': [[[[38.90217017, 6.93652344800006], [38.848482065, 6.93335486700005], [38.832987577, 6.94433176800004], [38.760826837, 6.92472611900007], [38.729938642, 6.86069139300002], [38.6994691630001, 6.84943186000004], [38.6748584860001, 6.83603591100007], [38.6398534420001, 6.81268685000003], [38.63596016, 6.78934486500003], [38.67597464, 6.75403459200004], [38.72094035, 6.73010231300003], [38.7542401150001, 6.69703079100003], [38.8179297140001, 6.70361103100004], [38.836019005, 6.68180230900003], [38.855119444, 6.66869942700003], [38.923987407, 6.65787670900005], [38.925104171, 6.65763433300003], [38.9502655210001, 6.69984386900006], [39.00274295, 6.74705760000006], [38.9541627610001, 6.75455780400006], [38.919557814, 6.79754799400007], [38.895501842, 6.79880083100005], [38.882218059, 6.82810776000002], [38.8457465480001, 6.82367434200006], [38.8353118920001, 6.85322059100002], [38.881665422, 6.89659374600006], [38.90217017, 6.93652344800006]]]]}","{'placeCode': 'ET041708', 'placeCodeParent': 'ET0417', 'name': 'Kokosa', 'adminLevel': 3}"
573,3,ET010508,Korarit,ET0105,"{'type': 'MultiPolygon', 'coordinates': [[[[37.5900820740001, 14.0592229050001], [37.5566149140001, 14.0043533690001], [37.5473601, 13.971466908], [37.5164371220001, 13.940763256], [37.427459109, 13.9374217340001], [37.4144762080001, 13.927984596], [37.404857683, 13.848602687], [37.434863168, 13.827950958], [37.5101721790001, 13.8280538930001], [37.505731369, 13.7998951590001], [37.541987631, 13.782958159], [37.635081729, 13.793675722], [37.6617470850001, 13.8462674850001], [37.679035427, 13.905664507], [37.609588393, 14.0099296940001], [37.6239050400001, 14.0354671040001], [37.5999123610001, 14.0547792040001], [37.5900820740001, 14.0592229050001]]]]}","{'type': 'MultiPolygon', 'coordinates': [[[[37.5900820740001, 14.0592229050001], [37.5566149140001, 14.0043533690001], [37.5473601, 13.971466908], [37.5164371220001, 13.940763256], [37.427459109, 13.9374217340001], [37.4144762080001, 13.927984596], [37.404857683, 13.848602687], [37.434863168, 13.827950958], [37.5101721790001, 13.8280538930001], [37.505731369, 13.7998951590001], [37.541987631, 13.782958159], [37.635081729, 13.793675722], [37.6617470850001, 13.8462674850001], [37.679035427, 13.905664507], [37.609588393, 14.0099296940001], [37.6239050400001, 14.0354671040001], [37.5999123610001, 14.0547792040001], [37.5900820740001, 14.0592229050001]]]]}","{'placeCode': 'ET010508', 'placeCodeParent': 'ET0105', 'name': 'Korarit', 'adminLevel': 3}"
