stationCode,stationName,triggerLevel,threshold2Year,threshold5Year,threshold10Year,threshold20Year,lat,lon
G5100,Na,14257.236,14257.89,17226.18,19226.18,21076.6,6.37,31.42
 ,,,,,,,,
