,name,placeCodenew,glofasStation,Level,shapeGroup,placeCode,placeCodeParent1
772,Kimulot Ward,KEN-ADM3-25604234B77846393,no_station,ADM3,KEN,KE0361980987,KE036198
773,Mogogosiek Ward,KEN-ADM3-25604234B21637612,no_station,ADM3,KEN,KE0361980988,KE036198
774,Boito Ward,KEN-ADM3-25604234B80841954,no_station,ADM3,KEN,KE0361980989,KE036198
775,Embomos Ward,KEN-ADM3-25604234B58962688,no_station,ADM3,KEN,KE0361980990,KE036198
776,BOMBABA BORABU,KEN-ADM3-25604234B17177177,no_station,ADM3,KEN,KE0452631311,KE045263
777,Soin Ward,KEN-ADM3-25604234B78416519,no_station,ADM3,KEN,KE0321730861,KE032173
778,Kemeloi-maraba Ward,KEN-ADM3-25604234B56438678,no_station,ADM3,KEN,KE0291520757,KE029152
779,Kobujoi Ward,KEN-ADM3-25604234B88863359,no_station,ADM3,KEN,KE0291520758,KE029152
780,Kaptumo/kaboi Ward,KEN-ADM3-25604234B42701799,no_station,ADM3,KEN,KE0291520759,KE029152
781,Koyo/ndurio Ward,KEN-ADM3-25604234B24796213,no_station,ADM3,KEN,KE0291520760,KE029152
782,Nandi hills Ward,KEN-ADM3-25604234B60115617,no_station,ADM3,KEN,KE0291530761,KE029153
783,Chepkunyuk Ward,KEN-ADM3-25604234B3022403,no_station,ADM3,KEN,KE0291530762,KE029153
784,Mwanda/mgange Ward,KEN-ADM3-25604234B38984068,no_station,ADM3,KEN,KE0060240119,KE006024
785,Ronge Ward,KEN-ADM3-25604234B21565254,no_station,ADM3,KEN,KE0060250120,KE006025
786,Igambang`ombe Ward,KEN-ADM3-25604234B76049220,no_station,ADM3,KEN,KE0130610305,KE013061
787,Lelmoko/ngechek Ward,KEN-ADM3-25604234B3042621,no_station,ADM3,KEN,KE0291540767,KE029154
788,Mwatate Ward,KEN-ADM3-25604234B40079779,no_station,ADM3,KEN,KE0060250121,KE006025
789,Wusi/kishamba Ward,KEN-ADM3-25604234B80004210,no_station,ADM3,KEN,KE0060250124,KE006025
790,Muminji Ward,KEN-ADM3-25604234B6736720,no_station,ADM3,KEN,KE0140660329,KE014066
791,Evurore Ward,KEN-ADM3-25604234B39365022,no_station,ADM3,KEN,KE0140660330,KE014066
792,Lanet/umoja Ward,KEN-ADM3-25604234B89875166,no_station,ADM3,KEN,KE0321740868,KE032174
793,Chepkumia Ward,KEN-ADM3-25604234B73952562,no_station,ADM3,KEN,KE0291550770,KE029155
794,Bahati Ward,KEN-ADM3-25604234B64760420,no_station,ADM3,KEN,KE0321740869,KE032174
795,Kaptembwo Ward,KEN-ADM3-25604234B92185000,no_station,ADM3,KEN,KE0321750872,KE032175
796,Iriaini Ward,KEN-ADM3-25604234B8865632,no_station,ADM3,KEN,KE0190960479,KE019096
797,Konyu Ward,KEN-ADM3-25604234B45751309,no_station,ADM3,KEN,KE0190960480,KE019096
798,Kapsabet Ward,KEN-ADM3-25604234B65528735,no_station,ADM3,KEN,KE0291550772,KE029155
799,Kilibwoni Ward,KEN-ADM3-25604234B9998079,no_station,ADM3,KEN,KE0291550773,KE029155
800,Frere Town Ward,KEN-ADM3-25604234B75576927,no_station,ADM3,KEN,KE0010040016,KE001004
801,Kirimukuyu Ward,KEN-ADM3-25604234B25019012,no_station,ADM3,KEN,KE0190960481,KE019096
802,Kapkures Ward,KEN-ADM3-25604234B86622911,no_station,ADM3,KEN,KE0321750873,KE032175
803,Suguta Marmar Ward,KEN-ADM3-25604234B82646714,no_station,ADM3,KEN,KE0251330662,KE025133
804,Rhoda Ward,KEN-ADM3-25604234B57595634,no_station,ADM3,KEN,KE0321750874,KE032175
805,Shaabab Ward,KEN-ADM3-25604234B88715276,no_station,ADM3,KEN,KE0321750875,KE032175
806,Soy North Ward,KEN-ADM3-25604234B21296993,no_station,ADM3,KEN,KE0281500747,KE028150
807,Soy South Ward,KEN-ADM3-25604234B93182541,no_station,ADM3,KEN,KE0281500748,KE028150
808,Biashara Ward,KEN-ADM3-25604234B95627931,no_station,ADM3,KEN,KE0321760876,KE032176
809,Kabwareng Ward,KEN-ADM3-25604234B29305793,no_station,ADM3,KEN,KE0291520755,KE029152
810,Ndalat Ward,KEN-ADM3-25604234B43255098,no_station,ADM3,KEN,KE0291560778,KE029156
811,Kivumbini Ward,KEN-ADM3-25604234B19607347,no_station,ADM3,KEN,KE0321760877,KE032176
812,Flamingo Ward,KEN-ADM3-25604234B17958680,no_station,ADM3,KEN,KE0321760878,KE032176
813,Menengai Ward,KEN-ADM3-25604234B45919480,no_station,ADM3,KEN,KE0321760879,KE032176
814,Tirioko Ward,KEN-ADM3-25604234B79358034,no_station,ADM3,KEN,KE0301570781,KE030157
815,Kolowa Ward,KEN-ADM3-25604234B46758051,no_station,ADM3,KEN,KE0301570782,KE030157
816,Ribkwo Ward,KEN-ADM3-25604234B47160753,no_station,ADM3,KEN,KE0301570783,KE030157
817,Silale Ward,KEN-ADM3-25604234B55688113,no_station,ADM3,KEN,KE0301570784,KE030157
818,Loiyamorok Ward,KEN-ADM3-25604234B66964512,no_station,ADM3,KEN,KE0301570785,KE030157
819,Kongowea Ward,KEN-ADM3-25604234B80141341,no_station,ADM3,KEN,KE0010040019,KE001004
820,Marmanet Ward,KEN-ADM3-25604234B30297740,no_station,ADM3,KEN,KE0311630814,KE031163
821,Igwamiti Ward,KEN-ADM3-25604234B66843754,no_station,ADM3,KEN,KE0311630815,KE031163
822,Salama Ward,KEN-ADM3-25604234B75470335,no_station,ADM3,KEN,KE0311630816,KE031163
823,Ngobit Ward,KEN-ADM3-25604234B95600994,no_station,ADM3,KEN,KE0311640817,KE031164
824,Tigithi Ward,KEN-ADM3-25604234B10494953,no_station,ADM3,KEN,KE0311640818,KE031164
825,Thingithu Ward,KEN-ADM3-25604234B93240341,no_station,ADM3,KEN,KE0311640819,KE031164
826,Nanyuki Ward,KEN-ADM3-25604234B85381898,no_station,ADM3,KEN,KE0311640820,KE031164
827,Tudor Ward,KEN-ADM3-25604234B79211867,no_station,ADM3,KEN,KE0010060027,KE001006
828,Mosop Ward,KEN-ADM3-25604234B4509006,no_station,ADM3,KEN,KE0321730863,KE032173
829,Solai Ward,KEN-ADM3-25604234B60303926,no_station,ADM3,KEN,KE0321730864,KE032173
830,Werugha Ward,KEN-ADM3-25604234B45849205,no_station,ADM3,KEN,KE0060240117,KE006024
831,Barut Ward,KEN-ADM3-25604234B14854147,no_station,ADM3,KEN,KE0321750870,KE032175
832,London Ward,KEN-ADM3-25604234B57997401,no_station,ADM3,KEN,KE0321750871,KE032175
833,Chaani Ward,KEN-ADM3-25604234B79720076,no_station,ADM3,KEN,KE0010010005,KE001001
834,Olkeri Ward,KEN-ADM3-25604234B43755701,no_station,ADM3,KEN,KE0341830911,KE034183
835,Ongata rongai Ward,KEN-ADM3-25604234B49837016,no_station,ADM3,KEN,KE0341830912,KE034183
836,Nkaimurunya Ward,KEN-ADM3-25604234B74362673,no_station,ADM3,KEN,KE0341830913,KE034183
837,Oloolua Ward,KEN-ADM3-25604234B85603842,no_station,ADM3,KEN,KE0341830914,KE034183
838,Ngong Ward,KEN-ADM3-25604234B4791361,no_station,ADM3,KEN,KE0341830915,KE034183
839,Purko Ward,KEN-ADM3-25604234B49760968,no_station,ADM3,KEN,KE0341840916,KE034184
840,Ildamat Ward,KEN-ADM3-25604234B39081196,no_station,ADM3,KEN,KE0341840917,KE034184
841,Dalalekutuk Ward,KEN-ADM3-25604234B10119478,no_station,ADM3,KEN,KE0341840918,KE034184
842,Matapato north Ward,KEN-ADM3-25604234B82204509,no_station,ADM3,KEN,KE0341840919,KE034184
843,Matapato south Ward,KEN-ADM3-25604234B12105731,no_station,ADM3,KEN,KE0341840920,KE034184
844,Kaputiei north Ward,KEN-ADM3-25604234B5948426,no_station,ADM3,KEN,KE0341850921,KE034185
845,Kitengela Ward,KEN-ADM3-25604234B97962398,no_station,ADM3,KEN,KE0341850922,KE034185
846,Oloosirkon/sholinke Ward,KEN-ADM3-25604234B52178315,no_station,ADM3,KEN,KE0341850923,KE034185
847,Kenyawa-poka Ward,KEN-ADM3-25604234B53589647,no_station,ADM3,KEN,KE0341850924,KE034185
848,Imaroro Ward,KEN-ADM3-25604234B60658170,no_station,ADM3,KEN,KE0341850925,KE034185
849,Keekonyokie Ward,KEN-ADM3-25604234B10790944,no_station,ADM3,KEN,KE0341860926,KE034186
850,Manyatta B Ward,KEN-ADM3-25604234B90224717,no_station,ADM3,KEN,KE0422381188,KE042238
851,Chilchila Ward,KEN-ADM3-25604234B84423548,no_station,ADM3,KEN,KE0351890943,KE035189
852,Kapsoit Ward,KEN-ADM3-25604234B2947519,no_station,ADM3,KEN,KE0351900944,KE035190
853,Ainamoi Ward,KEN-ADM3-25604234B41343709,no_station,ADM3,KEN,KE0351900945,KE035190
854,Kapkugerwet Ward,KEN-ADM3-25604234B53280172,no_station,ADM3,KEN,KE0351900946,KE035190
855,Kipchebor Ward,KEN-ADM3-25604234B72919441,no_station,ADM3,KEN,KE0351900947,KE035190
856,Kipchimchim Ward,KEN-ADM3-25604234B83536475,no_station,ADM3,KEN,KE0351900948,KE035190
857,Kapsaos Ward,KEN-ADM3-25604234B64114385,no_station,ADM3,KEN,KE0351900949,KE035190
858,Kisiara Ward,KEN-ADM3-25604234B18828138,no_station,ADM3,KEN,KE0351910950,KE035191
859,Tebesonik Ward,KEN-ADM3-25604234B57855009,no_station,ADM3,KEN,KE0351910951,KE035191
860,Cheboin Ward,KEN-ADM3-25604234B8769943,no_station,ADM3,KEN,KE0351910952,KE035191
861,Chemosot Ward,KEN-ADM3-25604234B58655697,no_station,ADM3,KEN,KE0351910953,KE035191
862,Litein Ward,KEN-ADM3-25604234B98027718,no_station,ADM3,KEN,KE0351910954,KE035191
863,Cheplanget Ward,KEN-ADM3-25604234B94407000,no_station,ADM3,KEN,KE0351910955,KE035191
864,Waldai Ward,KEN-ADM3-25604234B1199885,no_station,ADM3,KEN,KE0351920957,KE035192
865,Kabianga Ward,KEN-ADM3-25604234B29430082,no_station,ADM3,KEN,KE0351920958,KE035192
866,Kadzandani Ward,KEN-ADM3-25604234B71356218,no_station,ADM3,KEN,KE0010040020,KE001004
867,Nakuru East Ward,KEN-ADM3-25604234B70299046,no_station,ADM3,KEN,KE0321760880,KE032176
868,Port Reitz Ward,KEN-ADM3-25604234B12949302,no_station,ADM3,KEN,KE0010010001,KE001001
869,Sigowet Ward,KEN-ADM3-25604234B77388184,no_station,ADM3,KEN,KE0351930962,KE035193
870,Kaplelartet Ward,KEN-ADM3-25604234B54532380,no_station,ADM3,KEN,KE0351930963,KE035193
871,Soliat Ward,KEN-ADM3-25604234B26331911,no_station,ADM3,KEN,KE0351930964,KE035193
872,Soin Ward,KEN-ADM3-25604234B64199832,no_station,ADM3,KEN,KE0351930965,KE035193
873,Shika Adabu Ward,KEN-ADM3-25604234B40503527,no_station,ADM3,KEN,KE0010050022,KE001005
874,Junda Ward,KEN-ADM3-25604234B80853178,no_station,ADM3,KEN,KE0010030010,KE001003
875,Bamburi Ward,KEN-ADM3-25604234B81082252,no_station,ADM3,KEN,KE0010030011,KE001003
876,Mwakirunge Ward,KEN-ADM3-25604234B3636100,no_station,ADM3,KEN,KE0010030012,KE001003
877,Mtopanga Ward,KEN-ADM3-25604234B77393448,no_station,ADM3,KEN,KE0010030013,KE001003
878,Nyalenda A Ward,KEN-ADM3-25604234B6274311,no_station,ADM3,KEN,KE0422381189,KE042238
879,Shanzu Ward,KEN-ADM3-25604234B63551574,no_station,ADM3,KEN,KE0010030015,KE001003
880,Ziwa La Ng'ombe Ward,KEN-ADM3-25604234B78629539,no_station,ADM3,KEN,KE0010040017,KE001004
881,Mkomani Ward,KEN-ADM3-25604234B81916245,no_station,ADM3,KEN,KE0010040018,KE001004
882,Mtongwe Ward,KEN-ADM3-25604234B45101975,no_station,ADM3,KEN,KE0010050021,KE001005
883,Mbololo Ward,KEN-ADM3-25604234B17176673,no_station,ADM3,KEN,KE0060260125,KE006026
884,Bofu Ward,KEN-ADM3-25604234B99335109,no_station,ADM3,KEN,KE0010050023,KE001005
885,Sokoni Ward,KEN-ADM3-25604234B15863043,no_station,ADM3,KEN,KE0030110052,KE003011
886,Dabaso Ward,KEN-ADM3-25604234B70499808,no_station,ADM3,KEN,KE0030110054,KE003011
887,Watamu Ward,KEN-ADM3-25604234B71537457,no_station,ADM3,KEN,KE0030110056,KE003011
888,Mwarakaya Ward,KEN-ADM3-25604234B31552765,no_station,ADM3,KEN,KE0030120059,KE003012
889,Chasimba Ward,KEN-ADM3-25604234B85916136,no_station,ADM3,KEN,KE0030120061,KE003012
890,Mtepeni Ward,KEN-ADM3-25604234B58077957,no_station,ADM3,KEN,KE0030120062,KE003012
891,Mariakani Ward,KEN-ADM3-25604234B36831731,no_station,ADM3,KEN,KE0030130063,KE003013
892,Kayafungo Ward,KEN-ADM3-25604234B59164625,no_station,ADM3,KEN,KE0030130064,KE003013
893,Kaloleni Ward,KEN-ADM3-25604234B39681632,no_station,ADM3,KEN,KE0030130065,KE003013
894,Mwanamwinga Ward,KEN-ADM3-25604234B84377482,no_station,ADM3,KEN,KE0030130066,KE003013
895,Kambe/ribe Ward,KEN-ADM3-25604234B37283828,no_station,ADM3,KEN,KE0030140069,KE003014
896,Shauri Moyo Kaloleni Ward,KEN-ADM3-25604234B94842690,no_station,ADM3,KEN,KE0422401198,KE042240
897,Bamba Ward,KEN-ADM3-25604234B15898422,no_station,ADM3,KEN,KE0030150072,KE003015
898,Jaribuni Ward,KEN-ADM3-25604234B92640899,no_station,ADM3,KEN,KE0030150073,KE003015
899,Jilore Ward,KEN-ADM3-25604234B49738647,no_station,ADM3,KEN,KE0030160075,KE003016
900,Kakuyuni Ward,KEN-ADM3-25604234B74581347,G5142,ADM3,KEN,KE0030160076,KE003016
901,Shella Ward,KEN-ADM3-25604234B75869336,no_station,ADM3,KEN,KE0030160079,KE003016
902,Marafa Ward,KEN-ADM3-25604234B41823284,no_station,ADM3,KEN,KE0030170080,KE003017
903,Magarini Ward,KEN-ADM3-25604234B62369676,no_station,ADM3,KEN,KE0030170081,KE003017
904,West Ugenya Ward,KEN-ADM3-25604234B68782667,no_station,ADM3,KEN,KE0412321156,KE041232
905,Ukwala Ward,KEN-ADM3-25604234B94827015,no_station,ADM3,KEN,KE0412321157,KE041232
906,North Ugenya Ward,KEN-ADM3-25604234B9077808,no_station,ADM3,KEN,KE0412321158,KE041232
907,East Ugenya Ward,KEN-ADM3-25604234B61691803,no_station,ADM3,KEN,KE0412321159,KE041232
908,Sidindi Ward,KEN-ADM3-25604234B84702209,no_station,ADM3,KEN,KE0412331160,KE041233
909,Sigomere Ward,KEN-ADM3-25604234B42833028,no_station,ADM3,KEN,KE0412331161,KE041233
910,Ugunja Ward,KEN-ADM3-25604234B99965907,no_station,ADM3,KEN,KE0412331162,KE041233
911,Usonga Ward,KEN-ADM3-25604234B64914239,no_station,ADM3,KEN,KE0412341163,KE041234
912,West Alego Ward,KEN-ADM3-25604234B21090034,G5195,ADM3,KEN,KE0412341164,KE041234
913,Central Alego Ward,KEN-ADM3-25604234B54456850,no_station,ADM3,KEN,KE0412341165,KE041234
914,Siaya Township Ward,KEN-ADM3-25604234B12801636,no_station,ADM3,KEN,KE0412341166,KE041234
915,Gombato Bongwe Ward,KEN-ADM3-25604234B49049489,no_station,ADM3,KEN,KE0020070031,KE002007
916,Sagala Ward,KEN-ADM3-25604234B6884434,no_station,ADM3,KEN,KE0060260126,KE006026
917,South West Kisumu Ward,KEN-ADM3-25604234B60671129,no_station,ADM3,KEN,KE0422391191,KE042239
918,Nyakoe Ward,KEN-ADM3-25604234B66999608,no_station,ADM3,KEN,KE0452691343,KE045269
919,Kisii Central Ward,KEN-ADM3-25604234B74742286,no_station,ADM3,KEN,KE0452691344,KE045269
920,Parklands/highridge Ward,KEN-ADM3-25604234B6195840,no_station,ADM3,KEN,KE0472741367,KE047274
921,Kilimani Ward,KEN-ADM3-25604234B15199476,no_station,ADM3,KEN,KE0472751371,KE047275
922,Kileleshwa Ward,KEN-ADM3-25604234B20029099,no_station,ADM3,KEN,KE0472751374,KE047275
923,Mogotio Ward,KEN-ADM3-25604234B34932552,no_station,ADM3,KEN,KE0301610802,KE030161
924,Emining Ward,KEN-ADM3-25604234B14216826,no_station,ADM3,KEN,KE0301610803,KE030161
925,Kisanana Ward,KEN-ADM3-25604234B30981393,no_station,ADM3,KEN,KE0301610804,KE030161
926,Lembus Ward,KEN-ADM3-25604234B95361531,no_station,ADM3,KEN,KE0301620805,KE030162
927,Lembus kwen Ward,KEN-ADM3-25604234B37853208,no_station,ADM3,KEN,KE0301620806,KE030162
928,Ravine Ward,KEN-ADM3-25604234B87334376,no_station,ADM3,KEN,KE0301620807,KE030162
929,Mumberes/Maji Mazuri Ward,KEN-ADM3-25604234B87286686,no_station,ADM3,KEN,KE0301620808,KE030162
930,Lembus/Perkerra Ward,KEN-ADM3-25604234B70222279,no_station,ADM3,KEN,KE0301620809,KE030162
931,Koibatek Ward,KEN-ADM3-25604234B12210345,no_station,ADM3,KEN,KE0301620810,KE030162
932,Ol-Moran Ward,KEN-ADM3-25604234B11102726,no_station,ADM3,KEN,KE0311630811,KE031163
933,Rumuruti Township Ward,KEN-ADM3-25604234B57032718,no_station,ADM3,KEN,KE0311630812,KE031163
934,Woodley/kenyatta Golf Course W,KEN-ADM3-25604234B73462122,no_station,ADM3,KEN,KE0472781389,KE047278
935,Kedowa/kimugul Ward,KEN-ADM3-25604234B43564843,no_station,ADM3,KEN,KE0351880937,KE035188
936,Chepseon Ward,KEN-ADM3-25604234B50186026,no_station,ADM3,KEN,KE0351880938,KE035188
937,Tendeno/sorget Ward,KEN-ADM3-25604234B77194066,no_station,ADM3,KEN,KE0351880939,KE035188
938,Kunyak Ward,KEN-ADM3-25604234B96100970,no_station,ADM3,KEN,KE0351890940,KE035189
939,Kamasian Ward,KEN-ADM3-25604234B16752212,no_station,ADM3,KEN,KE0351890941,KE035189
940,Kipkelion Ward,KEN-ADM3-25604234B89855466,no_station,ADM3,KEN,KE0351890942,KE035189
941,Likoni Ward,KEN-ADM3-25604234B74608992,no_station,ADM3,KEN,KE0010050024,KE001005
942,Zimmerman Ward,KEN-ADM3-25604234B31415295,no_station,ADM3,KEN,KE0472791393,KE047279
943,Roysambu Ward,KEN-ADM3-25604234B43584070,no_station,ADM3,KEN,KE0472791394,KE047279
944,Mwiki Ward,KEN-ADM3-25604234B47551761,no_station,ADM3,KEN,KE0472801397,KE047280
945,Kasarani Ward,KEN-ADM3-25604234B34666170,no_station,ADM3,KEN,KE0472801398,KE047280
946,Market Milimani Ward,KEN-ADM3-25604234B951347,no_station,ADM3,KEN,KE0422401199,KE042240
947,Lucky Summer Ward,KEN-ADM3-25604234B57042029,no_station,ADM3,KEN,KE0472811404,KE047281
948,Korogocho Ward,KEN-ADM3-25604234B12662850,no_station,ADM3,KEN,KE0472811405,KE047281
949,Kibarani Ward,KEN-ADM3-25604234B71313293,no_station,ADM3,KEN,KE0030110053,KE003011
950,Matsangoni Ward,KEN-ADM3-25604234B58777664,no_station,ADM3,KEN,KE0030110055,KE003011
951,Pipeline Ward,KEN-ADM3-25604234B8346951,no_station,ADM3,KEN,KE0472821409,KE047282
952,Kondele Ward,KEN-ADM3-25604234B84051792,no_station,ADM3,KEN,KE0422401200,KE042240
953,Timbwani Ward,KEN-ADM3-25604234B76601603,no_station,ADM3,KEN,KE0010050025,KE001005
954,Nyalenda B Ward,KEN-ADM3-25604234B80914477,no_station,ADM3,KEN,KE0422401201,KE042240
955,West Seme Ward,KEN-ADM3-25604234B17725935,no_station,ADM3,KEN,KE0422411202,KE042241
956,Central Seme Ward,KEN-ADM3-25604234B9536338,no_station,ADM3,KEN,KE0422411203,KE042241
957,East Seme Ward,KEN-ADM3-25604234B23800704,no_station,ADM3,KEN,KE0422411204,KE042241
958,North Seme Ward,KEN-ADM3-25604234B12246945,no_station,ADM3,KEN,KE0422411205,KE042241
959,East Kano/wawidhi Ward,KEN-ADM3-25604234B92718767,no_station,ADM3,KEN,KE0422421206,KE042242
960,Kabonyo Kanyagwal,KEN-ADM3-25604234B57079115,no_station,ADM3,KEN,KE0422421209,KE042242
961,Kobura Ward,KEN-ADM3-25604234B84720112,no_station,ADM3,KEN,KE0422421210,KE042242
962,Miwani Ward,KEN-ADM3-25604234B35835658,no_station,ADM3,KEN,KE0422431211,KE042243
963,Ombeyi Ward,KEN-ADM3-25604234B61127756,no_station,ADM3,KEN,KE0422431212,KE042243
964,Masogo/nyang'oma Ward,KEN-ADM3-25604234B13138143,no_station,ADM3,KEN,KE0422431213,KE042243
965,Chemelil Ward,KEN-ADM3-25604234B74562273,no_station,ADM3,KEN,KE0422431214,KE042243
966,Muhoroni Koru Ward,KEN-ADM3-25604234B62148640,no_station,ADM3,KEN,KE0422431215,KE042243
967,South West Nyakach Ward,KEN-ADM3-25604234B33111691,no_station,ADM3,KEN,KE0422441216,KE042244
968,North Nyakach Ward,KEN-ADM3-25604234B42328887,no_station,ADM3,KEN,KE0422441217,KE042244
969,Central Nyakach Ward,KEN-ADM3-25604234B27709095,no_station,ADM3,KEN,KE0422441218,KE042244
970,West Nyakach Ward,KEN-ADM3-25604234B92801420,no_station,ADM3,KEN,KE0422441219,KE042244
971,South East Nyakach Ward,KEN-ADM3-25604234B73802342,no_station,ADM3,KEN,KE0422441220,KE042244
972,Awasi/onjiko Ward,KEN-ADM3-25604234B3451999,no_station,ADM3,KEN,KE0422421207,KE042242
973,Ahero Ward,KEN-ADM3-25604234B16181503,no_station,ADM3,KEN,KE0422421208,KE042242
974,Rigoma Ward,KEN-ADM3-25604234B16526475,no_station,ADM3,KEN,KE0462701346,KE046270
975,Gachuba Ward,KEN-ADM3-25604234B5264351,no_station,ADM3,KEN,KE0462701347,KE046270
976,Kamera Ward,KEN-ADM3-25604234B54897772,no_station,ADM3,KEN,KE0462701348,KE046270
977,Magombo Ward,KEN-ADM3-25604234B42030506,no_station,ADM3,KEN,KE0462701349,KE046270
978,Manga Ward,KEN-ADM3-25604234B47501823,no_station,ADM3,KEN,KE0462701350,KE046270
979,Gesima Ward,KEN-ADM3-25604234B79238548,no_station,ADM3,KEN,KE0462701351,KE046270
980,Nyamaiya Ward,KEN-ADM3-25604234B18436742,no_station,ADM3,KEN,KE0462711352,KE046271
981,Bogichora Ward,KEN-ADM3-25604234B98122404,no_station,ADM3,KEN,KE0462711353,KE046271
982,Bosamaro Ward,KEN-ADM3-25604234B80441340,no_station,ADM3,KEN,KE0462711354,KE046271
983,Bonyamatuta Ward,KEN-ADM3-25604234B80737844,no_station,ADM3,KEN,KE0462711355,KE046271
984,Township Ward,KEN-ADM3-25604234B79419450,no_station,ADM3,KEN,KE0462711356,KE046271
985,Itibo Ward,KEN-ADM3-25604234B92887410,no_station,ADM3,KEN,KE0462721357,KE046272
986,Bomwagamo Ward,KEN-ADM3-25604234B41468752,no_station,ADM3,KEN,KE0462721358,KE046272
987,Bokeira Ward,KEN-ADM3-25604234B49304611,no_station,ADM3,KEN,KE0462721359,KE046272
988,Magwagwa Ward,KEN-ADM3-25604234B88317507,no_station,ADM3,KEN,KE0462721360,KE046272
989,Ekerenyo Ward,KEN-ADM3-25604234B27177495,no_station,ADM3,KEN,KE0462721361,KE046272
990,Mekenene Ward,KEN-ADM3-25604234B43699412,no_station,ADM3,KEN,KE0462731362,KE046273
991,Kiabonyoru Ward,KEN-ADM3-25604234B36988477,no_station,ADM3,KEN,KE0462731363,KE046273
992,Nyansiongo Ward,KEN-ADM3-25604234B79143150,no_station,ADM3,KEN,KE0462731364,KE046273
993,Esise Ward,KEN-ADM3-25604234B79028098,no_station,ADM3,KEN,KE0462731365,KE046273
994,Bomariba Ward,KEN-ADM3-25604234B98632294,no_station,ADM3,KEN,KE0452611301,KE045261
995,Bogiakumu Ward,KEN-ADM3-25604234B41335518,no_station,ADM3,KEN,KE0452611302,KE045261
996,Bomorenda Ward,KEN-ADM3-25604234B5826516,no_station,ADM3,KEN,KE0452611303,KE045261
997,Riana Ward,KEN-ADM3-25604234B57659344,no_station,ADM3,KEN,KE0452611304,KE045261
998,Tabaka Ward,KEN-ADM3-25604234B27132403,no_station,ADM3,KEN,KE0452621305,KE045262
999,Boikanga Ward,KEN-ADM3-25604234B31803354,no_station,ADM3,KEN,KE0452621306,KE045262
1000,Bogetenga Ward,KEN-ADM3-25604234B37765810,no_station,ADM3,KEN,KE0452621307,KE045262
1001,Borabu Chitago Ward,KEN-ADM3-25604234B99095593,no_station,ADM3,KEN,KE0452621308,KE045262
1002,Moticho Ward,KEN-ADM3-25604234B51919503,no_station,ADM3,KEN,KE0452621309,KE045262
1003,Getenga Ward,KEN-ADM3-25604234B83857534,no_station,ADM3,KEN,KE0452621310,KE045262
1004,Bokimonge Ward,KEN-ADM3-25604234B23395235,no_station,ADM3,KEN,KE0452631313,KE045263
1005,Magenche Ward,KEN-ADM3-25604234B28576157,no_station,ADM3,KEN,KE0452631314,KE045263
1006,Masige West Ward,KEN-ADM3-25604234B26205178,no_station,ADM3,KEN,KE0452641315,KE045264
1007,Masige East Ward,KEN-ADM3-25604234B11351314,no_station,ADM3,KEN,KE0452641316,KE045264
1008,Basi Central Ward,KEN-ADM3-25604234B26595796,no_station,ADM3,KEN,KE0452641317,KE045264
1009,Nyacheki Ward,KEN-ADM3-25604234B61500597,no_station,ADM3,KEN,KE0452641318,KE045264
1010,Bassi Bogetaorio Ward,KEN-ADM3-25604234B46306492,no_station,ADM3,KEN,KE0452641319,KE045264
1011,Bobasi Chache Ward,KEN-ADM3-25604234B99981496,no_station,ADM3,KEN,KE0452641320,KE045264
1012,Sameta Mokwerero Ward,KEN-ADM3-25604234B11137441,no_station,ADM3,KEN,KE0452641321,KE045264
1013,Bobasi Boitangare Ward,KEN-ADM3-25604234B55117382,no_station,ADM3,KEN,KE0452641322,KE045264
1014,Majoge Basi Ward,KEN-ADM3-25604234B46940464,no_station,ADM3,KEN,KE0452651323,KE045265
1015,Boochi Tendere Ward,KEN-ADM3-25604234B94908284,no_station,ADM3,KEN,KE0452651324,KE045265
1016,Bosoti Sengera Ward,KEN-ADM3-25604234B21496026,no_station,ADM3,KEN,KE0452651325,KE045265
1017,Ichuni Ward,KEN-ADM3-25604234B56067355,no_station,ADM3,KEN,KE0452661326,KE045266
1018,Nyamasibi Ward,KEN-ADM3-25604234B714847,no_station,ADM3,KEN,KE0452661327,KE045266
1019,Masimba Ward,KEN-ADM3-25604234B12151096,no_station,ADM3,KEN,KE0452661328,KE045266
1020,Gesusu Ward,KEN-ADM3-25604234B40303901,no_station,ADM3,KEN,KE0452661329,KE045266
1021,Kiamokama Ward,KEN-ADM3-25604234B26741952,no_station,ADM3,KEN,KE0452661330,KE045266
1022,Bobaracho Ward,KEN-ADM3-25604234B44529401,no_station,ADM3,KEN,KE0452671331,KE045267
1023,Kisii Central Ward,KEN-ADM3-25604234B31824972,no_station,ADM3,KEN,KE0452671332,KE045267
1024,Keumbu Ward,KEN-ADM3-25604234B72584857,no_station,ADM3,KEN,KE0452671333,KE045267
1025,Kiogoro Ward,KEN-ADM3-25604234B36984378,no_station,ADM3,KEN,KE0452671334,KE045267
1026,Birongo Ward,KEN-ADM3-25604234B54499835,no_station,ADM3,KEN,KE0452671335,KE045267
1027,Marungu Ward,KEN-ADM3-25604234B74321651,no_station,ADM3,KEN,KE0060260128,KE006026
1028,Lower Savanna Ward,KEN-ADM3-25604234B70420284,no_station,ADM3,KEN,KE0472851422,KE047285
1029,Embakasi Ward,KEN-ADM3-25604234B57590671,no_station,ADM3,KEN,KE0472851423,KE047285
