,name,placeCodenew,glofasStation,Level,shapeGroup,placeCode,placeCodeParent1
252,Kisa North Ward,KEN-ADM3-25604234B79162374,no_station,ADM3,KEN,KE0372081037,KE037208
253,Nambale Township Ward,KEN-ADM3-25604234B75913747,no_station,ADM3,KEN,KE0402271133,KE040227
254,Bukhayo North Walatsi Ward,KEN-ADM3-25604234B81125353,no_station,ADM3,KEN,KE0402271134,KE040227
255,Bukhayo East Ward,KEN-ADM3-25604234B6393943,no_station,ADM3,KEN,KE0402271135,KE040227
256,Bukhayo Central Ward,KEN-ADM3-25604234B76914885,no_station,ADM3,KEN,KE0402271136,KE040227
257,Bukhayo West Ward,KEN-ADM3-25604234B93843428,no_station,ADM3,KEN,KE0402281137,KE040228
258,MAROTHILE,KEN-ADM3-25604234B32737655,no_station,ADM3,KEN,KE0090410203,KE009041
259,RHAMU,KEN-ADM3-25604234B17203936,no_station,ADM3,KEN,KE0090410204,KE009041
260,RHAMU DIMTU,KEN-ADM3-25604234B95730293,no_station,ADM3,KEN,KE0090410205,KE009041
261,KOTULO,KEN-ADM3-25604234B81040862,no_station,ADM3,KEN,KE0090420207,KE009042
262,ELWAK SOUTH,KEN-ADM3-25604234B20095418,no_station,ADM3,KEN,KE0090420208,KE009042
263,SHAMBIR FATUMA,KEN-ADM3-25604234B36235004,no_station,ADM3,KEN,KE0090420210,KE009042
264,ARABIA,KEN-ADM3-25604234B26263728,no_station,ADM3,KEN,KE0090430211,KE009043
265,BUTIYE,KEN-ADM3-25604234B1644205,no_station,ADM3,KEN,KE0100450221,KE010045
266,SOLOLO,KEN-ADM3-25604234B85381714,no_station,ADM3,KEN,KE0100450222,KE010045
267,HEILLU/MANYATTA,KEN-ADM3-25604234B72264767,no_station,ADM3,KEN,KE0100450223,KE010045
268,GOLBO,KEN-ADM3-25604234B5358023,no_station,ADM3,KEN,KE0100450224,KE010045
269,NORTH HORR,KEN-ADM3-25604234B96110998,no_station,ADM3,KEN,KE0100460231,KE010046
270,ILLERET,KEN-ADM3-25604234B60039507,no_station,ADM3,KEN,KE0100460232,KE010046
271,SAGANTE/JALDESA,KEN-ADM3-25604234B88563391,no_station,ADM3,KEN,KE0100470233,KE010047
272,Matayos South Ward,KEN-ADM3-25604234B62604306,no_station,ADM3,KEN,KE0402281139,KE040228
273,Busibwabo Ward,KEN-ADM3-25604234B25795185,no_station,ADM3,KEN,KE0402281140,KE040228
274,Burumba Ward,KEN-ADM3-25604234B44881443,no_station,ADM3,KEN,KE0402281141,KE040228
275,LAISAMIS,KEN-ADM3-25604234B96357205,no_station,ADM3,KEN,KE0100480240,KE010048
276,Maua Ward,KEN-ADM3-25604234B94307229,no_station,ADM3,KEN,KE0120510251,KE012051
277,Kiegoi/antubochiu Ward,KEN-ADM3-25604234B27530117,no_station,ADM3,KEN,KE0120510252,KE012051
278,Athiru gaiti Ward,KEN-ADM3-25604234B86048460,no_station,ADM3,KEN,KE0120510253,KE012051
279,Akachiu Ward,KEN-ADM3-25604234B98562617,no_station,ADM3,KEN,KE0120510254,KE012051
280,Kanuni Ward,KEN-ADM3-25604234B14544985,no_station,ADM3,KEN,KE0120510255,KE012051
281,Akirang'ondu Ward,KEN-ADM3-25604234B36008704,no_station,ADM3,KEN,KE0120520256,KE012052
282,Athiru ruujine Ward,KEN-ADM3-25604234B22056108,no_station,ADM3,KEN,KE0120520257,KE012052
283,Kiengu/Igembe East ward,KEN-ADM3-25604234B60583289,no_station,ADM3,KEN,KE0120520258,KE012052
284,Njia Ward,KEN-ADM3-25604234B11111750,no_station,ADM3,KEN,KE0120520259,KE012052
285,Kangeta Ward,KEN-ADM3-25604234B29695054,no_station,ADM3,KEN,KE0120520260,KE012052
286,Antuambui Ward,KEN-ADM3-25604234B74877696,no_station,ADM3,KEN,KE0120530261,KE012053
287,Ntunene Ward,KEN-ADM3-25604234B88608625,no_station,ADM3,KEN,KE0120530262,KE012053
288,Antubetwe kiongo Ward,KEN-ADM3-25604234B17302446,no_station,ADM3,KEN,KE0120530263,KE012053
289,Naathu Ward,KEN-ADM3-25604234B71841493,no_station,ADM3,KEN,KE0120530264,KE012053
290,Amwathi Ward,KEN-ADM3-25604234B1062137,no_station,ADM3,KEN,KE0120530265,KE012053
291,Athwana Ward,KEN-ADM3-25604234B24125274,no_station,ADM3,KEN,KE0120540266,KE012054
292,Akithii Ward,KEN-ADM3-25604234B49141927,no_station,ADM3,KEN,KE0120540267,KE012054
293,Kianjai Ward,KEN-ADM3-25604234B90054048,no_station,ADM3,KEN,KE0120540268,KE012054
294,Nkomo Ward,KEN-ADM3-25604234B45025952,no_station,ADM3,KEN,KE0120540269,KE012054
295,Mbeu Ward,KEN-ADM3-25604234B71286206,no_station,ADM3,KEN,KE0120540270,KE012054
296,Thangatha Ward,KEN-ADM3-25604234B62683308,no_station,ADM3,KEN,KE0120550271,KE012055
297,Mikinduri Ward,KEN-ADM3-25604234B79984405,no_station,ADM3,KEN,KE0120550272,KE012055
298,Kiguchwa Ward,KEN-ADM3-25604234B68598564,no_station,ADM3,KEN,KE0120550273,KE012055
299,Muthara Ward,KEN-ADM3-25604234B49726504,no_station,ADM3,KEN,KE0120550274,KE012055
300,Karama Ward,KEN-ADM3-25604234B58061163,no_station,ADM3,KEN,KE0120550275,KE012055
301,Municipality Ward,KEN-ADM3-25604234B25675618,no_station,ADM3,KEN,KE0120560276,KE012056
302,Ntima east Ward,KEN-ADM3-25604234B61252857,no_station,ADM3,KEN,KE0120560277,KE012056
303,Ntima west Ward,KEN-ADM3-25604234B31814212,no_station,ADM3,KEN,KE0120560278,KE012056
304,Nyaki west Ward,KEN-ADM3-25604234B43502636,no_station,ADM3,KEN,KE0120560279,KE012056
305,Nyaki east Ward,KEN-ADM3-25604234B97712779,no_station,ADM3,KEN,KE0120560280,KE012056
306,Timau Ward,KEN-ADM3-25604234B62086140,no_station,ADM3,KEN,KE0120570281,KE012057
307,Kisima Ward,KEN-ADM3-25604234B47022910,no_station,ADM3,KEN,KE0120570282,KE012057
308,Kiirua Naari Ward,KEN-ADM3-25604234B8607612,no_station,ADM3,KEN,KE0120570283,KE012057
309,Ruiru Rwawera Ward,KEN-ADM3-25604234B86433759,no_station,ADM3,KEN,KE0120570284,KE012057
310,Mwangathia Ward,KEN-ADM3-25604234B48384415,no_station,ADM3,KEN,KE0120580285,KE012058
311,Abothuguchi central Ward,KEN-ADM3-25604234B24214443,no_station,ADM3,KEN,KE0120580286,KE012058
312,Abothuguchi west Ward,KEN-ADM3-25604234B42428745,no_station,ADM3,KEN,KE0120580287,KE012058
313,Kiagu Ward,KEN-ADM3-25604234B6452911,no_station,ADM3,KEN,KE0120580288,KE012058
314,Kibirichia Ward,KEN-ADM3-25604234B70723124,no_station,ADM3,KEN,KE0120570289,KE012057
315,Mitunguu Ward,KEN-ADM3-25604234B10660309,no_station,ADM3,KEN,KE0120590290,KE012059
316,Igoji east Ward,KEN-ADM3-25604234B20663466,no_station,ADM3,KEN,KE0120590291,KE012059
317,Igoji west Ward,KEN-ADM3-25604234B36375080,no_station,ADM3,KEN,KE0120590292,KE012059
318,Abogeta east Ward,KEN-ADM3-25604234B21309171,no_station,ADM3,KEN,KE0120590293,KE012059
319,Abogeta west Ward,KEN-ADM3-25604234B81774083,no_station,ADM3,KEN,KE0120590294,KE012059
320,Nkuene Ward,KEN-ADM3-25604234B29508756,no_station,ADM3,KEN,KE0120590295,KE012059
321,Mitheru Ward,KEN-ADM3-25604234B41066567,no_station,ADM3,KEN,KE0130600296,KE013060
322,Muthambi Ward,KEN-ADM3-25604234B38232455,no_station,ADM3,KEN,KE0130600297,KE013060
323,Mwimbi Ward,KEN-ADM3-25604234B79678206,no_station,ADM3,KEN,KE0130600298,KE013060
324,Namwela Ward,KEN-ADM3-25604234B51051801,no_station,ADM3,KEN,KE0392171082,KE039217
325,Charagita Ward,KEN-ADM3-25604234B72111394,no_station,ADM3,KEN,KE0180920461,KE018092
326,Kabuchai/chwele Ward,KEN-ADM3-25604234B28419021,no_station,ADM3,KEN,KE0392181085,KE039218
327,Bwake/luuya Ward,KEN-ADM3-25604234B3835314,no_station,ADM3,KEN,KE0392181087,KE039218
328,Mumoni Ward,KEN-ADM3-25604234B72278503,no_station,ADM3,KEN,KE0150670333,KE015067
329,Tseikuru Ward,KEN-ADM3-25604234B10868424,no_station,ADM3,KEN,KE0150670334,KE015067
330,Tharaka Ward,KEN-ADM3-25604234B29341592,no_station,ADM3,KEN,KE0150670335,KE015067
331,Kyome/thaana Ward,KEN-ADM3-25604234B98050461,no_station,ADM3,KEN,KE0150680336,KE015068
332,Nguutani Ward,KEN-ADM3-25604234B12361675,no_station,ADM3,KEN,KE0150680337,KE015068
333,Migwani Ward,KEN-ADM3-25604234B93157620,no_station,ADM3,KEN,KE0150680338,KE015068
334,Kiomo/kyethani Ward,KEN-ADM3-25604234B98947190,no_station,ADM3,KEN,KE0150680339,KE015068
335,Central Ward,KEN-ADM3-25604234B15878987,no_station,ADM3,KEN,KE0150680340,KE015068
336,Kivou Ward,KEN-ADM3-25604234B86775365,no_station,ADM3,KEN,KE0150690341,KE015069
337,Nguni Ward,KEN-ADM3-25604234B30830397,no_station,ADM3,KEN,KE0150690342,KE015069
338,Nuu Ward,KEN-ADM3-25604234B5035333,no_station,ADM3,KEN,KE0150690343,KE015069
339,Mui Ward,KEN-ADM3-25604234B69206613,no_station,ADM3,KEN,KE0150690344,KE015069
340,South Bukusu Ward,KEN-ADM3-25604234B98253770,no_station,ADM3,KEN,KE0392191089,KE039219
341,Iria-ini Ward,KEN-ADM3-25604234B7236712,no_station,ADM3,KEN,KE0190970484,KE019097
342,Chinga Ward,KEN-ADM3-25604234B27359051,no_station,ADM3,KEN,KE0190970485,KE019097
343,Nakalale Ward,KEN-ADM3-25604234B34125389,no_station,ADM3,KEN,KE0231230616,KE023123
344,Kwavonza/yatta Ward,KEN-ADM3-25604234B73553320,no_station,ADM3,KEN,KE0150710352,KE015071
345,Kanyangi Ward,KEN-ADM3-25604234B52310485,no_station,ADM3,KEN,KE0150710353,KE015071
346,Miambani Ward,KEN-ADM3-25604234B62865741,no_station,ADM3,KEN,KE0150720354,KE015072
347,Township Ward,KEN-ADM3-25604234B26106415,no_station,ADM3,KEN,KE0150720355,KE015072
348,Kyangwithya west Ward,KEN-ADM3-25604234B28745606,no_station,ADM3,KEN,KE0150720356,KE015072
349,Riwo Ward,KEN-ADM3-25604234B77764088,no_station,ADM3,KEN,KE0241290641,KE024129
350,Suam Ward,KEN-ADM3-25604234B91554469,no_station,ADM3,KEN,KE0241310651,KE024131
351,Kodich Ward,KEN-ADM3-25604234B6464260,no_station,ADM3,KEN,KE0241310652,KE024131
352,Kasei Ward,KEN-ADM3-25604234B4492503,no_station,ADM3,KEN,KE0241310653,KE024131
353,Kapchok Ward,KEN-ADM3-25604234B49199733,no_station,ADM3,KEN,KE0241310654,KE024131
354,Kiwawa Ward,KEN-ADM3-25604234B84708271,no_station,ADM3,KEN,KE0241310655,KE024131
355,Miritini Ward,KEN-ADM3-25604234B46311705,no_station,ADM3,KEN,KE0010020007,KE001002
356,Chaik Ward,KEN-ADM3-25604234B64321666,no_station,ADM3,KEN,KE0351920960,KE035192
357,Bumula Ward,KEN-ADM3-25604234B74746887,no_station,ADM3,KEN,KE0392191090,KE039219
358,Khasoko Ward,KEN-ADM3-25604234B8199953,no_station,ADM3,KEN,KE0392191091,KE039219
359,Maralal Ward,KEN-ADM3-25604234B37833183,no_station,ADM3,KEN,KE0251330663,KE025133
360,Bute Ward,KEN-ADM3-25604234B97963193,no_station,ADM3,KEN,KE0080330162,KE008033
361,Nzambani Ward,KEN-ADM3-25604234B5586108,no_station,ADM3,KEN,KE0150730360,KE015073
362,West Bukusu Ward,KEN-ADM3-25604234B91022787,no_station,ADM3,KEN,KE0392191094,KE039219
363,Township Ward,KEN-ADM3-25604234B48587416,no_station,ADM3,KEN,KE0392201098,KE039220
364,Khalaba Ward,KEN-ADM3-25604234B65938530,no_station,ADM3,KEN,KE0392201099,KE039220
365,Musikoma Ward,KEN-ADM3-25604234B70798134,no_station,ADM3,KEN,KE0392201100,KE039220
366,East Sang'alo Ward,KEN-ADM3-25604234B77325900,no_station,ADM3,KEN,KE0392201101,KE039220
367,Marakaru/tuuti Ward,KEN-ADM3-25604234B7158182,no_station,ADM3,KEN,KE0392201102,KE039220
368,West Sang'alo Ward,KEN-ADM3-25604234B97819098,no_station,ADM3,KEN,KE0392201103,KE039220
369,Mihuu Ward,KEN-ADM3-25604234B27746317,no_station,ADM3,KEN,KE0392211104,KE039221
370,Ndivisi Ward,KEN-ADM3-25604234B56333534,no_station,ADM3,KEN,KE0392211105,KE039221
371,Maraka Ward,KEN-ADM3-25604234B38244843,no_station,ADM3,KEN,KE0392211106,KE039221
372,Misikhu Ward,KEN-ADM3-25604234B94667280,no_station,ADM3,KEN,KE0392221107,KE039222
373,Sitikho Ward,KEN-ADM3-25604234B88583158,no_station,ADM3,KEN,KE0392221108,KE039222
374,Matulo Ward,KEN-ADM3-25604234B91964071,no_station,ADM3,KEN,KE0392221109,KE039222
375,Hirimani Ward,KEN-ADM3-25604234B40178458,no_station,ADM3,KEN,KE0040200097,KE004020
376,Mnarani Ward,KEN-ADM3-25604234B30182159,no_station,ADM3,KEN,KE0030110057,KE003011
377,Mumias North Ward,KEN-ADM3-25604234B95647833,no_station,ADM3,KEN,KE0372041021,KE037204
378,Wayu Ward,KEN-ADM3-25604234B42180367,no_station,ADM3,KEN,KE0040190095,KE004019
379,Ikutha Ward,KEN-ADM3-25604234B19170999,no_station,ADM3,KEN,KE0150740368,KE015074
380,Athi Ward,KEN-ADM3-25604234B38122471,no_station,ADM3,KEN,KE0150740370,KE015074
381,Tulimani Ward,KEN-ADM3-25604234B11781826,no_station,ADM3,KEN,KE0170830411,KE017083
382,Mbooni Ward,KEN-ADM3-25604234B50908601,no_station,ADM3,KEN,KE0170830412,KE017083
383,Kithungo/Kitundu Ward,KEN-ADM3-25604234B43238733,no_station,ADM3,KEN,KE0170830413,KE017083
384,Kiteta-Kisau Ward,KEN-ADM3-25604234B26414316,no_station,ADM3,KEN,KE0170830414,KE017083
385,Waia/Kako Ward,KEN-ADM3-25604234B26837328,no_station,ADM3,KEN,KE0170830415,KE017083
386,Kalawa/ Kathulumbi Ward,KEN-ADM3-25604234B51129344,no_station,ADM3,KEN,KE0170830416,KE017083
387,Kasikeu Ward,KEN-ADM3-25604234B56268083,no_station,ADM3,KEN,KE0170840417,KE017084
388,Mukaa Ward,KEN-ADM3-25604234B81995968,no_station,ADM3,KEN,KE0170840418,KE017084
389,Kiima Kiu/Kalanzoni Ward,KEN-ADM3-25604234B23430914,no_station,ADM3,KEN,KE0170840419,KE017084
390,Ukia ward,KEN-ADM3-25604234B50668071,no_station,ADM3,KEN,KE0170850420,KE017085
391,Kee ward,KEN-ADM3-25604234B75406639,no_station,ADM3,KEN,KE0170850421,KE017085
392,Kilungu ward,KEN-ADM3-25604234B96553460,no_station,ADM3,KEN,KE0170850422,KE017085
393,Ilima ward,KEN-ADM3-25604234B40468354,no_station,ADM3,KEN,KE0170850423,KE017085
394,Wote Ward,KEN-ADM3-25604234B30031541,no_station,ADM3,KEN,KE0170860424,KE017086
395,Muvau/Kikumini Ward,KEN-ADM3-25604234B25808176,no_station,ADM3,KEN,KE0170860425,KE017086
396,Mavindini Ward,KEN-ADM3-25604234B18674596,no_station,ADM3,KEN,KE0170860426,KE017086
397,Kitise/Kithuki Ward,KEN-ADM3-25604234B61599696,no_station,ADM3,KEN,KE0170860427,KE017086
398,Kathonzweni Ward,KEN-ADM3-25604234B31455815,no_station,ADM3,KEN,KE0170860428,KE017086
399,Nzaui/Kilili/Kalamba Ward,KEN-ADM3-25604234B33417091,no_station,ADM3,KEN,KE0170860429,KE017086
400,Mbitini Ward,KEN-ADM3-25604234B35257661,no_station,ADM3,KEN,KE0170860430,KE017086
401,Makindu Ward,KEN-ADM3-25604234B839329,no_station,ADM3,KEN,KE0170870431,KE017087
402,Nguumo Ward,KEN-ADM3-25604234B40936134,no_station,ADM3,KEN,KE0170870432,KE017087
403,Kikumbulyu North Ward,KEN-ADM3-25604234B54085629,no_station,ADM3,KEN,KE0170870433,KE017087
404,Kikumbulyu South Ward,KEN-ADM3-25604234B96745780,no_station,ADM3,KEN,KE0170870434,KE017087
405,Nguu/Masumba Ward,KEN-ADM3-25604234B73232581,no_station,ADM3,KEN,KE0170870435,KE017087
406,Etenje Ward,KEN-ADM3-25604234B95171606,no_station,ADM3,KEN,KE0372041022,KE037204
407,Musanda Ward,KEN-ADM3-25604234B61847350,no_station,ADM3,KEN,KE0372041023,KE037204
408,Bomani Ward,KEN-ADM3-25604234B21353751,no_station,ADM3,KEN,KE0060230113,KE006023
409,Mboghoni Ward,KEN-ADM3-25604234B49000605,no_station,ADM3,KEN,KE0060230114,KE006023
410,Kasigau Ward,KEN-ADM3-25604234B49392060,no_station,ADM3,KEN,KE0060260129,KE006026
411,Jarajila Ward,KEN-ADM3-25604234B64659738,no_station,ADM3,KEN,KE0070310154,KE007031
412,Fafi Ward,KEN-ADM3-25604234B26220859,no_station,ADM3,KEN,KE0070310155,KE007031
413,Korondile Ward,KEN-ADM3-25604234B66926066,no_station,ADM3,KEN,KE0080330163,KE008033
414,Elnur/tula tula Ward,KEN-ADM3-25604234B28986641,no_station,ADM3,KEN,KE0080370183,KE008037
415,TAKABA SOUTH,KEN-ADM3-25604234B89601947,no_station,ADM3,KEN,KE0090390191,KE009039
416,TAKABA,KEN-ADM3-25604234B94989733,no_station,ADM3,KEN,KE0090390192,KE009039
417,Benane Ward,KEN-ADM3-25604234B94269745,no_station,ADM3,KEN,KE0080380184,KE008038
418,Burder Ward,KEN-ADM3-25604234B26762444,no_station,ADM3,KEN,KE0080380185,KE008038
419,Junju Ward,KEN-ADM3-25604234B53960309,no_station,ADM3,KEN,KE0030120058,KE003012
420,Mayoni Ward,KEN-ADM3-25604234B55763692,no_station,ADM3,KEN,KE0372061030,KE037206
421,Namamali Ward,KEN-ADM3-25604234B77203720,no_station,ADM3,KEN,KE0372061031,KE037206
422,Marama West Ward,KEN-ADM3-25604234B94103666,no_station,ADM3,KEN,KE0372071032,KE037207
423,Marama Central Ward,KEN-ADM3-25604234B78483852,no_station,ADM3,KEN,KE0372071033,KE037207
424,Marenyo-shianda Ward,KEN-ADM3-25604234B71972877,no_station,ADM3,KEN,KE0372071034,KE037207
425,Marama North Ward,KEN-ADM3-25604234B93927801,no_station,ADM3,KEN,KE0372071035,KE037207
426,Marama South Ward,KEN-ADM3-25604234B92657238,no_station,ADM3,KEN,KE0372071036,KE037207
427,Kisa East Ward,KEN-ADM3-25604234B66692228,no_station,ADM3,KEN,KE0372081038,KE037208
428,Kisa West Ward,KEN-ADM3-25604234B45030731,no_station,ADM3,KEN,KE0372081039,KE037208
429,Kisa Central Ward,KEN-ADM3-25604234B29635597,no_station,ADM3,KEN,KE0372081040,KE037208
430,Isukha North Ward,KEN-ADM3-25604234B98490830,no_station,ADM3,KEN,KE0372091041,KE037209
431,Murhanda Ward,KEN-ADM3-25604234B22085592,no_station,ADM3,KEN,KE0372091042,KE037209
432,Isukha Central Ward,KEN-ADM3-25604234B51615550,no_station,ADM3,KEN,KE0372091043,KE037209
433,Isukha South Ward,KEN-ADM3-25604234B43364404,no_station,ADM3,KEN,KE0372091044,KE037209
434,Isukha East Ward,KEN-ADM3-25604234B50173411,no_station,ADM3,KEN,KE0372091045,KE037209
435,Isukha West Ward,KEN-ADM3-25604234B91372256,no_station,ADM3,KEN,KE0372091046,KE037209
436,Idakho South Ward,KEN-ADM3-25604234B37447147,no_station,ADM3,KEN,KE0372101047,KE037210
437,Idakho East Ward,KEN-ADM3-25604234B7799712,no_station,ADM3,KEN,KE0372101048,KE037210
438,Idakho North Ward,KEN-ADM3-25604234B91332569,no_station,ADM3,KEN,KE0372101049,KE037210
439,Idakho Central Ward,KEN-ADM3-25604234B75560205,no_station,ADM3,KEN,KE0372101050,KE037210
440,Malaba Central Ward,KEN-ADM3-25604234B22952878,no_station,ADM3,KEN,KE0402251121,KE040225
441,Malaba North Ward,KEN-ADM3-25604234B28356599,no_station,ADM3,KEN,KE0402251122,KE040225
442,Ang'urai South Ward,KEN-ADM3-25604234B43592680,no_station,ADM3,KEN,KE0402251123,KE040225
443,Ang'urai North Ward,KEN-ADM3-25604234B16695487,no_station,ADM3,KEN,KE0402251124,KE040225
444,Ang'urai East Ward,KEN-ADM3-25604234B70674923,no_station,ADM3,KEN,KE0402251125,KE040225
445,Malaba South Ward,KEN-ADM3-25604234B49797240,no_station,ADM3,KEN,KE0402251126,KE040225
446,Ang'orom Ward,KEN-ADM3-25604234B51412502,no_station,ADM3,KEN,KE0402261127,KE040226
447,Chakol South Ward,KEN-ADM3-25604234B92835109,no_station,ADM3,KEN,KE0402261128,KE040226
448,Chakol North Ward,KEN-ADM3-25604234B85998420,no_station,ADM3,KEN,KE0402261129,KE040226
449,Amukura West Ward,KEN-ADM3-25604234B87477566,no_station,ADM3,KEN,KE0402261130,KE040226
450,Amukura East Ward,KEN-ADM3-25604234B62829115,no_station,ADM3,KEN,KE0402261131,KE040226
451,Githioro Ward,KEN-ADM3-25604234B12180612,no_station,ADM3,KEN,KE0180900452,KE018090
452,Mbitini Ward,KEN-ADM3-25604234B84003705,no_station,ADM3,KEN,KE0150710351,KE015071
453,Kanjuiri range Ward,KEN-ADM3-25604234B65526049,no_station,ADM3,KEN,KE0180910454,KE018091
454,Amukura Central Ward,KEN-ADM3-25604234B70453548,no_station,ADM3,KEN,KE0402261132,KE040226
455,Zombe/mwitika Ward,KEN-ADM3-25604234B91100931,no_station,ADM3,KEN,KE0150730359,KE015073
456,MOYALE TOWNSHIP,KEN-ADM3-25604234B86786296,no_station,ADM3,KEN,KE0100450225,KE010045
457,URAN,KEN-ADM3-25604234B81278217,no_station,ADM3,KEN,KE0100450226,KE010045
458,OBBU,KEN-ADM3-25604234B81664885,no_station,ADM3,KEN,KE0100450227,KE010045
459,DUKANA,KEN-ADM3-25604234B19272950,no_station,ADM3,KEN,KE0100460228,KE010046
460,MAIKONA,KEN-ADM3-25604234B20818972,no_station,ADM3,KEN,KE0100460229,KE010046
461,WARGADUD,KEN-ADM3-25604234B14358481,no_station,ADM3,KEN,KE0090420206,KE009042
462,Rurii Ward,KEN-ADM3-25604234B54265160,no_station,ADM3,KEN,KE0180910457,KE018091
463,Chewele Ward,KEN-ADM3-25604234B74674971,G5305,ADM3,KEN,KE0040200096,KE004020
464,KARARE,KEN-ADM3-25604234B14779454,no_station,ADM3,KEN,KE0100470234,KE010047
465,MARSABIT CENTRAL,KEN-ADM3-25604234B29531258,no_station,ADM3,KEN,KE0100470235,KE010047
466,LOIYANGALANI,KEN-ADM3-25604234B46144611,no_station,ADM3,KEN,KE0100480236,KE010048
467,Madogo Ward,KEN-ADM3-25604234B80559724,no_station,ADM3,KEN,KE0040200100,KE004020
468,Mayenje Ward,KEN-ADM3-25604234B60771432,no_station,ADM3,KEN,KE0402281138,KE040228
469,Marachi West Ward,KEN-ADM3-25604234B14516028,no_station,ADM3,KEN,KE0402291142,KE040229
470,Karima Ward,KEN-ADM3-25604234B77017233,no_station,ADM3,KEN,KE0190970486,KE019097
471,Gikondi Ward,KEN-ADM3-25604234B25570874,no_station,ADM3,KEN,KE0190980487,KE019098
472,Rugi Ward,KEN-ADM3-25604234B17593214,no_station,ADM3,KEN,KE0190980488,KE019098
473,Mukurwe-ini west Ward,KEN-ADM3-25604234B67036661,no_station,ADM3,KEN,KE0190980489,KE019098
474,Mukurwe-ini central Ward,KEN-ADM3-25604234B8319324,no_station,ADM3,KEN,KE0190980490,KE019098
475,Kiganjo/mathari Ward,KEN-ADM3-25604234B47474758,no_station,ADM3,KEN,KE0190990491,KE019099
476,Rware Ward,KEN-ADM3-25604234B68372941,no_station,ADM3,KEN,KE0190990492,KE019099
477,Gatitu/muruguru Ward,KEN-ADM3-25604234B68991912,no_station,ADM3,KEN,KE0190990493,KE019099
478,RURING'U / Karia Ward,KEN-ADM3-25604234B62793845,no_station,ADM3,KEN,KE0190990494,KE019099
479,Kamakwa/mukaro Ward,KEN-ADM3-25604234B22777398,no_station,ADM3,KEN,KE0190990495,KE019099
480,Mutithi Ward,KEN-ADM3-25604234B94185079,no_station,ADM3,KEN,KE0201000496,KE020100
481,Kangai Ward,KEN-ADM3-25604234B89955124,no_station,ADM3,KEN,KE0201000497,KE020100
482,Thiba Ward,KEN-ADM3-25604234B88920990,no_station,ADM3,KEN,KE0201000498,KE020100
483,Wamumu Ward,KEN-ADM3-25604234B40720759,no_station,ADM3,KEN,KE0201000499,KE020100
484,Nyangati Ward,KEN-ADM3-25604234B63240226,no_station,ADM3,KEN,KE0201000500,KE020100
485,Murinduko Ward,KEN-ADM3-25604234B705973,no_station,ADM3,KEN,KE0201000501,KE020100
486,Gathigiriri Ward,KEN-ADM3-25604234B88272694,no_station,ADM3,KEN,KE0201000502,KE020100
487,Tebere Ward,KEN-ADM3-25604234B91868548,no_station,ADM3,KEN,KE0201000503,KE020100
488,Kabare Ward,KEN-ADM3-25604234B25408552,no_station,ADM3,KEN,KE0201010504,KE020101
489,Baragwi Ward,KEN-ADM3-25604234B96350264,no_station,ADM3,KEN,KE0201010505,KE020101
490,Njukiine Ward,KEN-ADM3-25604234B90961373,no_station,ADM3,KEN,KE0201010506,KE020101
491,Ngariama Ward,KEN-ADM3-25604234B78209418,no_station,ADM3,KEN,KE0201010507,KE020101
492,Karumandi Ward,KEN-ADM3-25604234B16757129,no_station,ADM3,KEN,KE0201010508,KE020101
493,Mukure Ward,KEN-ADM3-25604234B37854798,no_station,ADM3,KEN,KE0201020509,KE020102
494,Kiine Ward,KEN-ADM3-25604234B57286565,no_station,ADM3,KEN,KE0201020510,KE020102
495,Kariti Ward,KEN-ADM3-25604234B18935001,no_station,ADM3,KEN,KE0201020511,KE020102
496,Marachi East Ward,KEN-ADM3-25604234B68364602,no_station,ADM3,KEN,KE0402291145,KE040229
497,Marachi North Ward,KEN-ADM3-25604234B40649967,no_station,ADM3,KEN,KE0402291146,KE040229
498,Elugulu Ward,KEN-ADM3-25604234B12523576,no_station,ADM3,KEN,KE0402291147,KE040229
499,Namboboto Nambuku Ward,KEN-ADM3-25604234B98614182,no_station,ADM3,KEN,KE0402301148,KE040230
500,Nangina Ward,KEN-ADM3-25604234B37672501,no_station,ADM3,KEN,KE0402301149,KE040230
501,Ageng'a Nanguba Ward,KEN-ADM3-25604234B48360656,no_station,ADM3,KEN,KE0402301150,KE040230
502,Bwiri Ward,KEN-ADM3-25604234B50855052,no_station,ADM3,KEN,KE0402301151,KE040230
503,Kiru Ward,KEN-ADM3-25604234B86713566,no_station,ADM3,KEN,KE0211050520,KE021105
504,Kamacharia Ward,KEN-ADM3-25604234B44434514,no_station,ADM3,KEN,KE0211050521,KE021105
505,Wangu Ward,KEN-ADM3-25604234B45368138,no_station,ADM3,KEN,KE0211060522,KE021106
506,Mugoiri Ward,KEN-ADM3-25604234B75536708,no_station,ADM3,KEN,KE0211060523,KE021106
507,Mbiri Ward,KEN-ADM3-25604234B14176544,no_station,ADM3,KEN,KE0211060524,KE021106
508,Township Ward,KEN-ADM3-25604234B42971500,no_station,ADM3,KEN,KE0211060525,KE021106
509,Murarandia Ward,KEN-ADM3-25604234B26787959,no_station,ADM3,KEN,KE0211060526,KE021106
510,Elburgon Ward,KEN-ADM3-25604234B93786676,no_station,ADM3,KEN,KE0321660827,KE032166
511,Njoro Ward,KEN-ADM3-25604234B86471906,no_station,ADM3,KEN,KE0321670835,KE032167
