placeCode,ADM2_PCODE,name,PROVINCE,glofasStation
ZM070309109,ZM0703,Kasama,Northern,G1271
ZM070309112,ZM0703,Kasama,Northern,G1271
ZM070409401,ZM0704,Luwingu,Northern,no_station
ZM070409413,ZM0704,Luwingu,Northern,no_station
ZM070208922,ZM0702,Kaputa,Northern,no_station
ZM070208811,ZM0702,Kaputa,Northern,no_station
ZM020101512,ZM0201,Chililabombwe,Copperbelt,G1312
ZM020101510,ZM0201,Chililabombwe,Copperbelt,G1312
ZM020201625,ZM0202,Chingola,Central,G1344
ZM020201621,ZM0202,Chingola,Central,G1344
ZM020201704,ZM0202,Chingola,Central,G1344
ZM070709610,ZM0707,Mpulungu,Northern,no_station
ZM070809201,ZM0708,Mungwi,Northern,G1265
ZM020502411,ZM0205,Luanshya,Copperbelt,G1312
ZM020502412,ZM0205,Luanshya,Copperbelt,G1312
ZM020803208,ZM0208,Mpongwe,Copperbelt,G1320
ZM020803213,ZM0208,Mpongwe,Copperbelt,G1320
ZM070509508,ZM0705,Mbala,Northern,no_station
ZM070509717,ZM0705,Mbala,Northern,no_station
ZM070610111,ZM0706,Mporokoso,Northern,no_station
ZM070610112,ZM0706,Mporokoso,Northern,no_station
ZM070309008,ZM0703,Kasama,Northern,G1271
ZM070409322,ZM0704,Luwingu,Northern,no_station
ZM070409406,ZM0704,Luwingu,Northern,no_station
ZM070409314,ZM0704,Luwingu,Northern,no_station
ZM070208802,ZM0702,Kaputa,Northern,no_station
ZM020101505,ZM0201,Chililabombwe,Copperbelt,G1312
ZM020101511,ZM0201,Chililabombwe,Copperbelt,G1312
ZM020902625,ZM0209,Mufulira,Copperbelt,G1312
ZM020201710,ZM0202,Chingola,Central,G1344
ZM020201703,ZM0202,Chingola,Central,G1344
ZM020201622,ZM0202,Chingola,Central,G1344
ZM070709602,ZM0707,Mpulungu,Northern,no_station
ZM070809204,ZM0708,Mungwi,Northern,G1265
ZM020502407,ZM0205,Luanshya,Copperbelt,G1312
ZM020502522,ZM0205,Luanshya,Copperbelt,G1312
ZM020502404,ZM0205,Luanshya,Copperbelt,G1312
ZM020803202,ZM0208,Mpongwe,Copperbelt,G1320
ZM020803211,ZM0208,Mpongwe,Copperbelt,G1320
ZM070509503,ZM0705,Mbala,Northern,no_station
ZM070610115,ZM0706,Mporokoso,Northern,no_station
ZM070610205,ZM0706,Mporokoso,Northern,no_station
ZM070610113,ZM0706,Mporokoso,Northern,no_station
ZM070309113,ZM0703,Kasama,Northern,G1271
ZM070309004,ZM0703,Kasama,Northern,G1271
ZM070409408,ZM0704,Luwingu,Northern,no_station
ZM070409315,ZM0704,Luwingu,Northern,no_station
ZM070208804,ZM0702,Kaputa,Northern,no_station
ZM020101506,ZM0201,Chililabombwe,Copperbelt,G1312
ZM020101520,ZM0201,Chililabombwe,Copperbelt,G1312
ZM020201614,ZM0202,Chingola,Central,G1344
ZM020201615,ZM0202,Chingola,Central,G1344
ZM070709608,ZM0707,Mpulungu,Northern,no_station
ZM070709606,ZM0707,Mpulungu,Northern,no_station
ZM070809207,ZM0708,Mungwi,Northern,G1265
ZM020502518,ZM0205,Luanshya,Copperbelt,G1312
ZM020502401,ZM0205,Luanshya,Copperbelt,G1312
ZM070709607,ZM0707,Mpulungu,Northern,no_station
ZM070809203,ZM0708,Mungwi,Northern,G1265
ZM070809206,ZM0708,Mungwi,Northern,G1265
ZM020502516,ZM0205,Luanshya,Copperbelt,G1312
ZM020502408,ZM0205,Luanshya,Copperbelt,G1312
ZM020603002,ZM0206,Lufwanyama,Copperbelt,no_station
ZM020201613,ZM0202,Chingola,Central,G1344
ZM020902811,ZM0209,Mufulira,Copperbelt,G1312
ZM020301812,ZM0203,Kalulushi,Copperbelt,no_station
ZM020402320,ZM0204,Kitwe,Copperbelt,G1312
ZM020402109,ZM0204,Kitwe,Copperbelt,G1312
ZM070108206,ZM0701,Chilubi,Northern,no_station
ZM070108217,ZM0701,Chilubi,Northern,no_station
ZM070108220,ZM0701,Chilubi,Northern,no_station
ZM070208921,ZM0702,Kaputa,Northern,no_station
ZM080811305,ZM0808,Zambezi,North-Western,G1328
ZM080610805,ZM0806,Mwinilunga,North-Western,no_station
ZM080610812,ZM0806,Mwinilunga,North-Western,no_station
ZM030605210,ZM0306,Nyimba,Eastern,no_station
ZM070709609,ZM0707,Mpulungu,Northern,no_station
ZM070809208,ZM0708,Mungwi,Northern,G1265
ZM070809211,ZM0708,Mungwi,Northern,G1265
ZM020502413,ZM0205,Luanshya,Copperbelt,G1312
ZM020502525,ZM0205,Luanshya,Copperbelt,G1312
ZM020603004,ZM0206,Lufwanyama,Copperbelt,no_station
ZM020301821,ZM0203,Kalulushi,Copperbelt,no_station
ZM020301807,ZM0203,Kalulushi,Copperbelt,no_station
ZM020301816,ZM0203,Kalulushi,Copperbelt,no_station
ZM020401902,ZM0204,Kitwe,Copperbelt,G1312
ZM020402112,ZM0204,Kitwe,Copperbelt,G1312
ZM070108210,ZM0701,Chilubi,Northern,no_station
ZM070108216,ZM0701,Chilubi,Northern,no_station
ZM070108209,ZM0701,Chilubi,Northern,no_station
ZM070208920,ZM0702,Kaputa,Northern,no_station
ZM080811413,ZM0808,Zambezi,North-Western,G1328
ZM080610808,ZM0806,Mwinilunga,North-Western,no_station
ZM080610811,ZM0806,Mwinilunga,North-Western,no_station
ZM020101501,ZM0201,Chililabombwe,Copperbelt,G1312
ZM030605207,ZM0306,Nyimba,Eastern,no_station
ZM070809205,ZM0708,Mungwi,Northern,G1265
ZM020502410,ZM0205,Luanshya,Copperbelt,G1312
ZM020502520,ZM0205,Luanshya,Copperbelt,G1312
ZM020502402,ZM0205,Luanshya,Copperbelt,G1312
ZM020603003,ZM0206,Lufwanyama,Copperbelt,no_station
ZM020301820,ZM0203,Kalulushi,Copperbelt,no_station
ZM020301802,ZM0203,Kalulushi,Copperbelt,no_station
ZM020301811,ZM0203,Kalulushi,Copperbelt,no_station
ZM020401905,ZM0204,Kitwe,Copperbelt,G1312
ZM020402321,ZM0204,Kitwe,Copperbelt,G1312
ZM020401901,ZM0204,Kitwe,Copperbelt,G1312
ZM070108218,ZM0701,Chilubi,Northern,no_station
ZM070409320,ZM0704,Luwingu,Northern,no_station
ZM080811301,ZM0808,Zambezi,North-Western,G1328
ZM080811414,ZM0808,Zambezi,North-Western,G1328
ZM080811306,ZM0808,Zambezi,North-Western,G1328
ZM080610803,ZM0806,Mwinilunga,North-Western,no_station
ZM080711213,ZM0807,Solwezi,North-Western,no_station
ZM030605206,ZM0306,Nyimba,Eastern,no_station
ZM020603012,ZM0206,Lufwanyama,Copperbelt,no_station
ZM020603005,ZM0206,Lufwanyama,Copperbelt,no_station
ZM020603010,ZM0206,Lufwanyama,Copperbelt,no_station
ZM020301806,ZM0203,Kalulushi,Copperbelt,no_station
ZM020402110,ZM0204,Kitwe,Copperbelt,G1312
ZM020301813,ZM0203,Kalulushi,Copperbelt,no_station
ZM020402319,ZM0204,Kitwe,Copperbelt,G1312
ZM020402228,ZM0204,Kitwe,Copperbelt,G1312
ZM070108212,ZM0701,Chilubi,Northern,no_station
ZM070108208,ZM0701,Chilubi,Northern,no_station
ZM070208912,ZM0702,Kaputa,Northern,no_station
ZM080811412,ZM0808,Zambezi,North-Western,G1328
ZM080811308,ZM0808,Zambezi,North-Western,G1328
ZM080811304,ZM0808,Zambezi,North-Western,G1328
ZM080610809,ZM0806,Mwinilunga,North-Western,no_station
ZM030605212,ZM0306,Nyimba,Eastern,no_station
ZM030605208,ZM0306,Nyimba,Eastern,no_station
ZM030304510,ZM0303,Katete,Eastern,no_station
ZM030304616,ZM0303,Katete,Eastern,no_station
ZM030405017,ZM0304,Lundazi,Eastern,G1340
ZM020603015,ZM0206,Lufwanyama,Copperbelt,no_station
ZM020603007,ZM0206,Lufwanyama,Copperbelt,no_station
ZM020301822,ZM0203,Kalulushi,Copperbelt,no_station
ZM020402318,ZM0204,Kitwe,Copperbelt,G1312
ZM020301817,ZM0203,Kalulushi,Copperbelt,no_station
ZM020402223,ZM0204,Kitwe,Copperbelt,G1312
ZM020402108,ZM0204,Kitwe,Copperbelt,G1312
ZM070108222,ZM0701,Chilubi,Northern,no_station
ZM070108214,ZM0701,Chilubi,Northern,no_station
ZM070208917,ZM0702,Kaputa,Northern,no_station
ZM080811310,ZM0808,Zambezi,North-Western,G1328
ZM080610807,ZM0806,Mwinilunga,North-Western,no_station
ZM080610813,ZM0806,Mwinilunga,North-Western,no_station
ZM030505101,ZM0305,Mambwe,Eastern,G1340
ZM030605205,ZM0306,Nyimba,Eastern,no_station
ZM030304509,ZM0303,Katete,Eastern,no_station
ZM030304618,ZM0303,Katete,Eastern,no_station
ZM030405015,ZM0304,Lundazi,Eastern,G1340
ZM030404804,ZM0304,Lundazi,Eastern,G1340
ZM020603014,ZM0206,Lufwanyama,Copperbelt,no_station
ZM020603013,ZM0206,Lufwanyama,Copperbelt,no_station
ZM020603009,ZM0206,Lufwanyama,Copperbelt,no_station
ZM020902623,ZM0209,Mufulira,Copperbelt,G1312
ZM020301801,ZM0203,Kalulushi,Copperbelt,no_station
ZM020402016,ZM0204,Kitwe,Copperbelt,G1312
ZM020301809,ZM0203,Kalulushi,Copperbelt,no_station
ZM020301810,ZM0203,Kalulushi,Copperbelt,no_station
ZM020401906,ZM0204,Kitwe,Copperbelt,G1312
ZM020402222,ZM0204,Kitwe,Copperbelt,G1312
ZM020402014,ZM0204,Kitwe,Copperbelt,G1312
ZM020402226,ZM0204,Kitwe,Copperbelt,G1312
ZM070108201,ZM0701,Chilubi,Northern,no_station
ZM070108211,ZM0701,Chilubi,Northern,no_station
ZM070108213,ZM0701,Chilubi,Northern,no_station
ZM070108207,ZM0701,Chilubi,Northern,no_station
ZM070108215,ZM0701,Chilubi,Northern,no_station
ZM070208913,ZM0702,Kaputa,Northern,no_station
ZM070208916,ZM0702,Kaputa,Northern,no_station
ZM080110309,ZM0801,Chavuma,North-Western,no_station
ZM080811416,ZM0808,Zambezi,North-Western,G1328
ZM080811309,ZM0808,Zambezi,North-Western,G1328
ZM020603001,ZM0206,Lufwanyama,Copperbelt,no_station
ZM020603008,ZM0206,Lufwanyama,Copperbelt,no_station
ZM020301805,ZM0203,Kalulushi,Copperbelt,no_station
ZM020301803,ZM0203,Kalulushi,Copperbelt,no_station
ZM020402227,ZM0204,Kitwe,Copperbelt,G1312
ZM020301808,ZM0203,Kalulushi,Copperbelt,no_station
ZM020301815,ZM0203,Kalulushi,Copperbelt,no_station
ZM020401904,ZM0204,Kitwe,Copperbelt,G1312
ZM020402224,ZM0204,Kitwe,Copperbelt,G1312
ZM020402013,ZM0204,Kitwe,Copperbelt,G1312
ZM020402107,ZM0204,Kitwe,Copperbelt,G1312
ZM020402225,ZM0204,Kitwe,Copperbelt,G1312
ZM020401903,ZM0204,Kitwe,Copperbelt,G1312
ZM070108221,ZM0701,Chilubi,Northern,no_station
ZM070108219,ZM0701,Chilubi,Northern,no_station
ZM070108203,ZM0701,Chilubi,Northern,no_station
ZM070208914,ZM0702,Kaputa,Northern,no_station
ZM070208915,ZM0702,Kaputa,Northern,no_station
ZM070208919,ZM0702,Kaputa,Northern,no_station
ZM080110306,ZM0801,Chavuma,North-Western,no_station
ZM080811415,ZM0808,Zambezi,North-Western,G1328
ZM080811307,ZM0808,Zambezi,North-Western,G1328
ZM080811303,ZM0808,Zambezi,North-Western,G1328
ZM080610806,ZM0806,Mwinilunga,North-Western,no_station
ZM080610816,ZM0806,Mwinilunga,North-Western,no_station
ZM030605211,ZM0306,Nyimba,Eastern,no_station
ZM030304503,ZM0303,Katete,Eastern,no_station
ZM030304612,ZM0303,Katete,Eastern,no_station
ZM030404919,ZM0304,Lundazi,Eastern,G1340
ZM030404808,ZM0304,Lundazi,Eastern,G1340
ZM030404923,ZM0304,Lundazi,Eastern,G1340
ZM080110305,ZM0801,Chavuma,North-Western,no_station
ZM030705420,ZM0307,Petauke,Eastern,G1340
ZM030705418,ZM0307,Petauke,Eastern,G1340
ZM030304725,ZM0303,Katete,Eastern,no_station
ZM080310403,ZM0803,Kabompo,North-Western,G1319
ZM080811302,ZM0808,Zambezi,North-Western,G1328
ZM080610814,ZM0806,Mwinilunga,North-Western,no_station
ZM080711008,ZM0807,Solwezi,North-Western,no_station
ZM030605213,ZM0306,Nyimba,Eastern,no_station
ZM030304506,ZM0303,Katete,Eastern,no_station
ZM030304615,ZM0303,Katete,Eastern,no_station
ZM030404927,ZM0304,Lundazi,Eastern,G1340
ZM030405011,ZM0304,Lundazi,Eastern,G1340
ZM080110312,ZM0801,Chavuma,North-Western,no_station
ZM080110303,ZM0801,Chavuma,North-Western,no_station
ZM030103817,ZM0301,Chadiza,Eastern,no_station
ZM030705509,ZM0307,Petauke,Eastern,G1340
ZM030705515,ZM0307,Petauke,Eastern,G1340
ZM030304727,ZM0303,Katete,Eastern,no_station
ZM030304724,ZM0303,Katete,Eastern,no_station
ZM080310407,ZM0803,Kabompo,North-Western,G1319
ZM080610804,ZM0806,Mwinilunga,North-Western,no_station
ZM080610815,ZM0806,Mwinilunga,North-Western,no_station
ZM030605202,ZM0306,Nyimba,Eastern,no_station
ZM030304504,ZM0303,Katete,Eastern,no_station
ZM030304613,ZM0303,Katete,Eastern,no_station
ZM030404925,ZM0304,Lundazi,Eastern,G1340
ZM030405013,ZM0304,Lundazi,Eastern,G1340
ZM030405009,ZM0304,Lundazi,Eastern,G1340
ZM080110308,ZM0801,Chavuma,North-Western,no_station
ZM080610901,ZM0806,Mwinilunga,North-Western,no_station
ZM030705305,ZM0307,Petauke,Eastern,G1340
ZM030705516,ZM0307,Petauke,Eastern,G1340
ZM030304720,ZM0303,Katete,Eastern,no_station
ZM030705304,ZM0307,Petauke,Eastern,G1340
ZM080610802,ZM0806,Mwinilunga,North-Western,no_station
ZM080711101,ZM0807,Solwezi,North-Western,no_station
ZM030605203,ZM0306,Nyimba,Eastern,no_station
ZM030304507,ZM0303,Katete,Eastern,no_station
ZM030404924,ZM0304,Lundazi,Eastern,G1340
ZM030405016,ZM0304,Lundazi,Eastern,G1340
ZM030404803,ZM0304,Lundazi,Eastern,G1340
ZM080110307,ZM0801,Chavuma,North-Western,no_station
ZM080610902,ZM0806,Mwinilunga,North-Western,no_station
ZM030705417,ZM0307,Petauke,Eastern,G1340
ZM030705510,ZM0307,Petauke,Eastern,G1340
ZM030304726,ZM0303,Katete,Eastern,no_station
ZM080310409,ZM0803,Kabompo,North-Western,G1319
ZM030304501,ZM0303,Katete,Eastern,no_station
ZM030304614,ZM0303,Katete,Eastern,no_station
ZM030404922,ZM0304,Lundazi,Eastern,G1340
ZM030404810,ZM0304,Lundazi,Eastern,G1340
ZM080110313,ZM0801,Chavuma,North-Western,no_station
ZM030103822,ZM0301,Chadiza,Eastern,no_station
ZM080610903,ZM0806,Mwinilunga,North-Western,no_station
ZM030705421,ZM0307,Petauke,Eastern,G1340
ZM030705512,ZM0307,Petauke,Eastern,G1340
ZM030304722,ZM0303,Katete,Eastern,no_station
ZM080310402,ZM0803,Kabompo,North-Western,G1319
ZM030304502,ZM0303,Katete,Eastern,no_station
ZM030304611,ZM0303,Katete,Eastern,no_station
ZM030405012,ZM0304,Lundazi,Eastern,G1340
ZM030404806,ZM0304,Lundazi,Eastern,G1340
ZM080110302,ZM0801,Chavuma,North-Western,no_station
ZM080610906,ZM0806,Mwinilunga,North-Western,no_station
ZM030705422,ZM0307,Petauke,Eastern,G1340
ZM030705511,ZM0307,Petauke,Eastern,G1340
ZM030605204,ZM0306,Nyimba,Eastern,no_station
ZM030705303,ZM0307,Petauke,Eastern,G1340
ZM080310405,ZM0803,Kabompo,North-Western,G1319
ZM030304508,ZM0303,Katete,Eastern,no_station
ZM030404926,ZM0304,Lundazi,Eastern,G1340
ZM030405018,ZM0304,Lundazi,Eastern,G1340
ZM030404801,ZM0304,Lundazi,Eastern,G1340
ZM080110304,ZM0801,Chavuma,North-Western,no_station
ZM030103818,ZM0301,Chadiza,Eastern,no_station
ZM030705419,ZM0307,Petauke,Eastern,G1340
ZM030304721,ZM0303,Katete,Eastern,no_station
ZM030705301,ZM0307,Petauke,Eastern,G1340
ZM080310408,ZM0803,Kabompo,North-Western,G1319
ZM030404807,ZM0304,Lundazi,Eastern,G1340
ZM080110311,ZM0801,Chavuma,North-Western,no_station
ZM030103821,ZM0301,Chadiza,Eastern,no_station
ZM030705308,ZM0307,Petauke,Eastern,G1340
ZM030705307,ZM0307,Petauke,Eastern,G1340
ZM030605209,ZM0306,Nyimba,Eastern,no_station
ZM030304728,ZM0303,Katete,Eastern,no_station
ZM080310404,ZM0803,Kabompo,North-Western,G1319
ZM080110301,ZM0801,Chavuma,North-Western,no_station
ZM030103820,ZM0301,Chadiza,Eastern,no_station
ZM080610905,ZM0806,Mwinilunga,North-Western,no_station
ZM030705306,ZM0307,Petauke,Eastern,G1340
ZM030705414,ZM0307,Petauke,Eastern,G1340
ZM030304723,ZM0303,Katete,Eastern,no_station
ZM080310401,ZM0803,Kabompo,North-Western,G1319
ZM030103819,ZM0301,Chadiza,Eastern,no_station
ZM080610904,ZM0806,Mwinilunga,North-Western,no_station
ZM030705513,ZM0307,Petauke,Eastern,G1340
ZM030304719,ZM0303,Katete,Eastern,no_station
ZM030705302,ZM0307,Petauke,Eastern,G1340
ZM080310406,ZM0803,Kabompo,North-Western,G1319
ZM020603016,ZM0206,Lufwanyama,Copperbelt,no_station
ZM020603011,ZM0206,Lufwanyama,Copperbelt,no_station
ZM020301804,ZM0203,Kalulushi,Copperbelt,no_station
ZM020301818,ZM0203,Kalulushi,Copperbelt,no_station
ZM020301814,ZM0203,Kalulushi,Copperbelt,no_station
ZM020402111,ZM0204,Kitwe,Copperbelt,G1312
ZM070108205,ZM0701,Chilubi,Northern,no_station
ZM070108202,ZM0701,Chilubi,Northern,no_station
ZM070108204,ZM0701,Chilubi,Northern,no_station
ZM070208918,ZM0702,Kaputa,Northern,no_station
ZM080811411,ZM0808,Zambezi,North-Western,G1328
ZM080610801,ZM0806,Mwinilunga,North-Western,no_station
ZM080610810,ZM0806,Mwinilunga,North-Western,no_station
ZM030605201,ZM0306,Nyimba,Eastern,no_station
ZM030304617,ZM0303,Katete,Eastern,no_station
ZM030304505,ZM0303,Katete,Eastern,no_station
ZM030404921,ZM0304,Lundazi,Eastern,G1340
ZM030404802,ZM0304,Lundazi,Eastern,G1340
ZM080110310,ZM0801,Chavuma,North-Western,no_station
